Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,68,55,55.3%,163-148,52.4%,1531-1427,51.8%,17-30,36.2%,114,77.4%,26.6%,5.1%,3.9%,62.0%,70.3%,50.6%,62.8%,39.1%,50.7%,1.05
Clay,31,17,14,54.8%,41-36,53.2%,384-356,51.9%,3-6,33.3%,29,78.6%,26.7%,3.8%,3.3%,64.5%,71.3%,50.1%,63.8%,39.4%,51.3%,1.09
Grass,3,1,2,33.3%,4-5,44.4%,41-48,46.1%,1-0,100.0%,3,75.0%,15.9%,3.9%,5.3%,60.1%,69.4%,54.0%,63.3%,34.3%,49.3%,0.93
Grand Slams,25,14,11,56.0%,45-42,51.7%,437-409,51.7%,9-7,56.3%,25,79.7%,25.0%,5.3%,3.3%,63.4%,71.3%,51.8%,64.2%,37.4%,50.7%,1.04
Masters,27,13,14,48.1%,31-33,48.4%,293-291,50.2%,1-5,16.7%,27,72.2%,29.6%,4.8%,4.5%,60.5%,68.4%,46.4%,59.7%,40.2%,49.8%,1.00
Other Tours,86,44,42,51.2%,99-98,50.3%,964-935,50.8%,10-18,35.7%,86,77.4%,24.8%,4.6%,3.7%,62.3%,70.0%,51.3%,62.9%,38.7%,50.5%,1.04
Best of 5,35,22,13,62.9%,68-51,57.1%,621-535,53.7%,10-12,45.5%,28,80.7%,26.5%,5.7%,3.5%,63.7%,71.9%,52.5%,64.9%,38.4%,51.4%,1.09
Best of 3,122,64,58,52.5%,140-138,50.4%,1335-1296,50.7%,11-24,31.4%,118,76.5%,26.4%,4.6%,4.0%,61.9%,69.9%,49.9%,62.3%,39.3%,50.6%,1.04
Finals,1,1,0,100.0%,1-1,50.0%,7-7,50.0%,0-0,-,1,83.3%,33.3%,1.3%,3.8%,70.0%,76.8%,37.5%,65.0%,43.4%,54.0%,1.24
Semi-finals,4,1,3,25.0%,1-6,14.3%,26-40,39.4%,0-0,-,4,64.4%,26.1%,2.6%,5.2%,63.3%,61.5%,45.1%,55.5%,38.4%,47.2%,0.86
Quarter-finals,16,3,13,18.8%,9-26,25.7%,152-200,43.2%,2-5,28.6%,16,73.8%,13.6%,4.7%,3.3%,62.2%,68.9%,51.3%,62.2%,33.4%,47.3%,0.88
vs Righties,127,67,60,52.8%,162-154,51.3%,1559-1462,51.6%,14-30,31.8%,118,76.4%,27.9%,4.7%,3.7%,62.2%,69.8%,50.2%,62.4%,39.5%,50.8%,1.05
vs Lefties,27,16,11,59.3%,37-33,52.9%,331-329,50.2%,7-5,58.3%,27,82.0%,19.9%,5.1%,4.0%,62.8%,72.5%,52.6%,65.1%,37.1%,50.6%,1.06
vs Top 10,15,1,14,6.7%,5-33,13.2%,154-224,40.7%,2-6,25.0%,15,67.4%,14.7%,2.6%,3.8%,59.5%,65.2%,45.9%,57.4%,31.2%,44.9%,0.73
