Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 US Open R32,L vs Nadal,104.9,110.5,4.8,111.2,108.4,121,100,92.4,3.3,95.3,92.5,97,83
2019 US Open R64,W vs Verdasco,103.1,109.0,5.4,111.4,107.5,122,93,90.3,3.7,93.5,94.0,97,83
2019 US Open R128,W vs Escobedo,103.9,111.1,5.6,113.4,108.4,121,84,88.3,3.5,91.2,90.3,96,81
2018 US Open R64,L vs Kukushkin,103.0,110.5,7.0,114.3,105.4,122,87,91.2,4.3,93.3,91.7,101,82
2018 US Open R128,W vs Berankis,103.7,110.6,9.4,114.9,104.5,123,65,89.4,4.4,90.7,90.5,100,78
2017 US Open R64,L vs Isner,105.4,113.1,6.5,116.8,109.5,125,90,94.8,8.1,99.3,95.8,115,62
2017 US Open R128,W vs Zeballos,106.8,113.5,5.1,116.2,111.8,126,103,94.8,3.4,96.7,94.7,102,84
2017 Roland Garros R32,L vs Nishikori,106.4,115.4,5.8,,,125,88,94.9,4.0,,,108,85
2017 Roland Garros R64,W vs Istomin,101.4,108.5,8.7,,,123,69,91.4,5.2,,,103,81
2017 Roland Garros R128,W vs Querrey,108.2,115.7,6.6,,,126,96,95.9,5.0,,,105,80
2017 Australian Open R64,L vs Dimitrov,109.6,116.1,6.0,119.3,113.2,131,100,93.8,5.1,98.0,,105,83
2016 Roland Garros R128,L vs Halys,98.9,103.0,6.3,,,117,80,86.5,5.8,,,97,74
2016 Australian Open R128,L vs Djokovic,106.2,112.4,5.9,,,123,87,95.0,4.3,,,104,87
2015 US Open R64,L vs Wawrinka,104.1,115.0,7.1,,,126,88,92.8,5.2,,,107,84
Career (14 matches),,104.8,111.8,6.3,114.6,108.6,131,65,92.5,4.6,94.5,92.7,115,62
