Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,14,9,5,64.3%,7,5,2,71.4%,2015,2019,SF,14,1.15,4.3%,2.6%,66.6%,71.4%,54.2%,65.7%,39.4%,60.0%,47.2%
Roland Garros,4,Clay,7,3,4,42.9%,3,2,1,66.7%,2015,2020,R32,7,0.99,2.8%,5.7%,56.7%,69.7%,43.4%,58.3%,41.3%,46.8%,47.8%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2015,2023,R128,3,0.99,4.5%,6.7%,61.3%,69.7%,43.3%,59.5%,40.1%,51.7%,44.0%
US Open,5,Hard,14,9,5,64.3%,9,4,5,44.4%,2014,2019,R32,14,1.03,6.4%,3.9%,61.8%,69.0%,51.9%,62.5%,38.6%,60.9%,45.3%
Davis Cup,6,,14,10,4,71.4%,7,1,6,14.3%,2014,2026,,3,1.58,8.6%,4.8%,66.7%,77.3%,58.8%,71.1%,45.5%,53.8%,45.5%
Stockholm,3,Hard,6,3,3,50.0%,0,0,0,-,2017,2019,QF,6,1.12,4.0%,5.1%,61.8%,70.5%,51.5%,63.2%,41.0%,69.7%,51.7%
Tokyo,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2019,QF,4,1.08,9.4%,1.6%,68.4%,73.1%,56.8%,68.0%,34.7%,35.7%,27.3%
Chengdu,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2018,2019,R16,2,0.89,4.5%,2.0%,65.5%,67.9%,47.8%,61.0%,34.9%,65.0%,43.8%
Rotterdam,2,Hard,3,1,2,33.3%,2,0,2,0.0%,2016,2019,R16,3,1.01,2.8%,1.2%,64.4%,65.0%,48.9%,59.3%,41.0%,51.9%,32.4%
Auckland,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2018,2019,QF,4,1.04,6.9%,2.6%,68.3%,69.6%,43.8%,61.4%,40.1%,51.9%,37.9%
Shanghai Masters,3,Hard,6,3,3,50.0%,2,0,2,0.0%,2015,2018,R32,4,1.12,8.0%,1.8%,67.5%,71.4%,48.1%,63.8%,40.4%,60.7%,42.1%
