Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 US Open R32,L vs Nadal,69% (9/13),- (0/0),0/0,0/0,50% (4/8),2/5,0/1,- (0/0),- (0/0)
2019 US Open R64,W vs Verdasco,67% (18/27),33% (4/12),3/5,1/2,50% (6/12),1/3,1/1,60% (3/5),80% (4/5)
2019 US Open R128,W vs Escobedo,75% (21/28),46% (6/13),3/3,1/1,80% (12/15),2/4,0/0,67% (4/6),17% (1/6)
2019 Yokkaichi CH R32,W vs Romios,80% (8/10),33% (4/12),2/6,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Chengdu CH R16,W vs Wu,93% (14/15),57% (4/7),2/3,1/2,85% (11/13),4/5,0/0,69% (9/13),50% (6/12)
2019 Rotterdam R32,L vs Basilashvili,77% (10/13),44% (4/9),1/1,0/0,55% (6/11),0/2,0/1,25% (1/4),0% (0/4)
2019 Australian Open R64,L vs Herbert,55% (11/20),100% (3/3),1/1,0/0,55% (6/11),4/7,0/1,- (0/0),- (0/0)
2019 Australian Open R128,W vs Klahn,63% (24/38),43% (6/14),3/3,1/1,50% (1/2),2/4,0/0,58% (7/12),25% (3/12)
2019 Auckland R32,L vs Statham,86% (6/7),50% (2/4),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2019 Pune R16,L vs Gulbis,63% (5/8),100% (3/3),0/0,0/0,38% (3/8),1/3,0/1,25% (1/4),20% (1/5)
2018 Stockholm R16,W vs Kudla,53% (9/17),50% (3/6),2/5,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Stockholm R32,W vs Fritz,80% (8/10),67% (4/6),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 Shanghai R32,L vs Cecchinato,78% (14/18),50% (4/8),1/1,0/0,40% (2/5),1/3,1/2,50% (6/12),33% (4/12)
2018 Shanghai R64,W vs Hurkacz,73% (8/11),75% (6/8),2/2,1/1,56% (5/9),0/1,0/0,- (0/0),- (0/0)
2018 Tokyo R32,L vs Shapovalov,71% (10/14),14% (1/7),1/2,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2018 Chengdu R16,L vs Auger Aliassime,58% (14/24),38% (3/8),1/1,0/0,70% (7/10),1/3,0/1,25% (1/4),20% (1/5)
2018 US Open R64,L vs Kukushkin,38% (5/13),50% (6/12),0/0,0/0,40% (6/15),3/6,2/3,67% (4/6),17% (1/6)
2018 Winston-Salem QF,L vs Carreno Busta,86% (6/7),33% (1/3),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2018 Winston-Salem R16,W vs Berrettini,65% (13/20),33% (2/6),2/3,1/2,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2018 Winston-Salem R32,W vs Garcia Lopez,53% (8/15),67% (4/6),2/3,1/2,50% (2/4),0/0,0/0,83% (5/6),40% (2/5)
2019 (10 matches),,70.4%,46.8%,68.2%,55.6%,59.3%,47.2%,16.7%,56.8%,34.1%
2018 (43 matches),,64.3%,43.0%,56.0%,47.4%,58.6%,43.4%,50.0%,62.2%,43.6%
2017 (50 matches),,64.6%,42.3%,53.3%,54.5%,60.1%,34.7%,28.6%,60.0%,44.4%
2016 (43 matches),,65.6%,39.7%,58.3%,59.1%,57.2%,47.6%,46.9%,60.5%,40.0%
2015 (21 matches),,68.5%,46.6%,54.7%,64.7%,63.3%,52.8%,50.0%,56.5%,19.4%
Career (202 matches),,65.7%,44.1%,57.1%,53.8%,58.5%,43.4%,40.9%,61.4%,38.3%
