Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Rotterdam R32,L vs Basilashvili,22.5%,27.0%,49.3%,24.8%,25.9%,31.5%,57.5%,29.8%,37.5%,46.7%,50.0%,17.1%,20.0%,37.9%,-79
2019 Pune R16,L vs Gulbis,14.5%,21.0%,45.5%,17.7%,15.6%,28.1%,37.0%,21.9%,52.9%,26.7%,0.0%,19.0%,19.0%,58.8%,65
2018 Shanghai R64,W vs Hurkacz,25.7%,32.9%,46.0%,32.9%,28.9%,37.8%,50.0%,40.0%,50.0%,26.1%,0.0%,21.7%,26.1%,38.9%,42
2018 Cincinnati R32,L vs Del Potro,12.7%,22.2%,39.2%,21.3%,17.1%,31.7%,44.1%,30.2%,31.8%,42.1%,50.0%,5.6%,5.6%,29.4%,-68
2018 Washington R16,L vs De Minaur,7.1%,20.0%,55.2%,13.9%,12.5%,34.4%,50.0%,27.2%,60.0%,17.6%,-,3.2%,9.7%,60.0%,-89
2018 Munich SF,L vs Zverev,16.9%,24.6%,40.8%,21.8%,23.1%,33.3%,36.7%,31.3%,40.0%,42.1%,66.7%,9.5%,14.3%,47.4%,-30
2018 Indian Wells QF,L vs Federer,17.2%,31.0%,46.7%,24.7%,20.0%,36.7%,41.7%,34.3%,52.9%,23.1%,0.0%,16.0%,28.0%,52.4%,39
2018 Australian Open SF,L vs Federer,22.6%,30.2%,36.8%,25.5%,30.0%,40.0%,38.1%,35.0%,35.3%,23.1%,33.3%,15.0%,20.0%,35.3%,25
2018 Australian Open QF,W vs Sandgren,29.0%,39.3%,57.5%,35.9%,33.3%,45.7%,55.6%,42.5%,47.2%,33.3%,16.7%,17.4%,21.7%,63.2%,51
2018 Australian Open R16,W vs Djokovic,13.2%,23.5%,52.6%,20.3%,17.8%,31.1%,56.8%,28.4%,47.8%,29.5%,22.2%,4.8%,9.5%,45.0%,-68
2018 Australian Open R32,W vs Zverev,25.4%,33.8%,61.9%,32.5%,33.7%,45.5%,67.2%,43.8%,59.6%,35.2%,50.0%,6.3%,6.3%,50.0%,-55
2017 NextGen Finals F,W vs Rublev,21.3%,32.5%,58.3%,27.9%,30.4%,42.9%,66.7%,39.8%,50.0%,23.5%,25.0%,0.0%,9.5%,42.9%,-118
2017 Paris R32,L vs Nadal,12.7%,19.7%,44.1%,18.7%,17.8%,28.9%,45.9%,27.3%,68.4%,34.6%,0.0%,4.3%,4.3%,40.9%,-76
2017 Winston Salem QF,L vs Dzumhur,19.0%,32.8%,47.7%,23.3%,29.6%,48.1%,47.4%,38.9%,56.3%,45.5%,66.7%,10.7%,21.4%,48.0%,-12
2017 Canada R32,W vs Goffin,22.2%,34.9%,53.3%,27.8%,28.1%,50.0%,56.5%,39.1%,61.1%,42.9%,-,18.5%,22.2%,50.0%,65
2017 Roland Garros R128,W vs Querrey,31.7%,43.3%,60.0%,37.7%,39.3%,55.7%,64.9%,49.5%,44.1%,55.6%,100.0%,24.3%,29.7%,53.6%,112
2017 Barcelona QF,L vs Nadal,17.6%,32.4%,48.1%,24.4%,20.0%,40.0%,56.3%,31.5%,52.2%,52.9%,50.0%,15.4%,23.1%,36.4%,29
2016 Toyota CH R16,L vs Takahashi,17.9%,28.6%,58.5%,24.5%,27.6%,44.8%,61.9%,40.3%,56.3%,30.8%,-,9.1%,13.6%,55.0%,-37
2016 Sofia R32,L vs Copil,17.6%,17.6%,47.5%,20.0%,24.2%,24.2%,44.0%,27.9%,75.0%,47.1%,25.0%,6.3%,6.3%,53.3%,-57
2015 Shenzhen QF,L vs Cilic,30.2%,39.7%,55.3%,32.5%,41.2%,50.0%,45.0%,45.6%,36.8%,40.0%,-,21.7%,34.8%,66.7%,72
Career (22 matches),,21.0%,30.8%,51.3%,26.7%,27.5%,40.4%,53.3%,36.8%,50.0%,36.4%,32.4%,12.0%,17.6%,48.3%,0
