Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Rotterdam R32,L vs Basilashvili,0.0%,-,2.4%,40.0%,8.9%,24.0%,0.0%,3.9%,22.7%,0.0%,-,-93,-85
2019 Pune R16,L vs Gulbis,0.0%,-,7.2%,66.7%,12.3%,30.0%,0.0%,5.0%,11.8%,0.0%,-,-40,-62
2018 Shanghai R64,W vs Hurkacz,0.0%,-,8.2%,66.7%,17.9%,21.9%,33.3%,4.4%,14.3%,0.0%,-,-30,-27
2018 Cincinnati R32,L vs Del Potro,0.0%,-,6.0%,85.7%,9.5%,10.5%,0.0%,4.6%,16.7%,1.2%,50.0%,156,102
2018 Washington R16,L vs De Minaur,0.0%,-,7.4%,54.5%,14.0%,24.3%,0.0%,6.3%,26.1%,1.0%,50.0%,-12,-20
2018 Munich SF,L vs Zverev,0.0%,-,9.1%,75.0%,11.0%,5.9%,33.3%,4.9%,0.0%,0.4%,100.0%,25,7
2018 Indian Wells QF,L vs Federer,0.0%,-,10.2%,53.8%,14.3%,11.1%,0.0%,9.8%,16.7%,0.5%,100.0%,-40,-39
2018 Australian Open SF,L vs Federer,0.0%,-,2.2%,0.0%,15.8%,25.0%,0.0%,0.0%,0.0%,0.0%,-,96,62
2018 Australian Open QF,W vs Sandgren,0.0%,-,13.7%,79.3%,10.3%,19.0%,0.0%,4.2%,26.7%,0.0%,-,-72,-46
2018 Australian Open R16,W vs Djokovic,0.0%,-,7.1%,68.4%,13.8%,25.0%,33.3%,12.6%,31.3%,0.5%,0.0%,-81,-87
2018 Australian Open R32,W vs Zverev,0.0%,-,13.3%,75.7%,8.9%,17.3%,66.7%,2.9%,3.4%,0.5%,33.3%,-95,-80
2017 NextGen Finals F,W vs Rublev,0.0%,-,5.5%,66.7%,9.9%,17.4%,0.0%,6.7%,19.0%,0.6%,50.0%,-104,-85
2017 Paris R32,L vs Nadal,1.4%,100.0%,17.4%,75.0%,9.8%,11.1%,28.6%,9.4%,25.0%,1.1%,66.7%,-44,-43
2017 Winston Salem QF,L vs Dzumhur,0.0%,-,20.4%,54.5%,16.3%,29.4%,0.0%,6.8%,13.3%,1.0%,100.0%,8,-1
2017 Canada R32,W vs Goffin,0.0%,-,4.4%,66.7%,11.4%,20.0%,0.0%,4.9%,19.0%,0.3%,100.0%,-71,-55
2017 Roland Garros R128,W vs Querrey,0.0%,-,5.4%,83.3%,15.2%,19.2%,0.0%,10.3%,26.3%,0.7%,50.0%,-61,-21
2017 Barcelona QF,L vs Nadal,1.5%,100.0%,9.4%,58.3%,8.3%,12.5%,0.0%,6.5%,35.7%,0.3%,0.0%,-85,-94
2016 Toyota CH R16,L vs Takahashi,0.0%,-,2.3%,100.0%,8.2%,21.1%,0.0%,7.1%,27.3%,0.0%,-,-67,-58
2016 Sofia R32,L vs Copil,0.0%,-,6.3%,16.7%,2.0%,7.7%,0.0%,8.6%,50.0%,0.0%,-,-87,-82
2015 Shenzhen QF,L vs Cilic,0.0%,-,2.3%,66.7%,12.7%,25.0%,50.0%,2.9%,20.0%,1.1%,100.0%,-88,-37
Career (22 matches),,0.1%,100.0%,7.9%,67.5%,11.6%,20.4%,15.2%,6.5%,21.0%,0.4%,55.6%,-54,-47
