Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 US Open R32,L vs Nadal,20,37,0.5,13.2%,24.5%,15,35,0.4,10.8%,25.2%,5.0%,5.0%,1.1,19.2%,17.2%
2019 US Open R64,W vs Verdasco,42,52,0.8,14.4%,17.8%,34,43,0.8,13.1%,16.6%,8.9%,3.9%,0.8,16.8%,22.3%
2019 US Open R128,W vs Escobedo,65,41,1.6,20.9%,13.2%,48,37,1.3,18.0%,13.9%,10.5%,7.1%,1.0,14.8%,15.1%
2019 Rotterdam R32,L vs Basilashvili,14,32,0.4,6.7%,15.4%,11,32,0.3,6.1%,17.7%,3.3%,2.8%,0.7,23.1%,32.2%
2019 Pune R16,L vs Gulbis,6,22,0.3,5.3%,19.5%,6,19,0.3,5.9%,18.8%,3.0%,3.0%,0.7,16.8%,24.8%
2018 Shanghai Masters R64,W vs Hurkacz,21,26,0.8,14.3%,17.7%,17,24,0.7,12.8%,18.0%,8.3%,4.5%,0.5,12.2%,25.9%
2018 US Open R64,L vs Kukushkin,23,37,0.6,11.0%,17.7%,21,33,0.6,10.8%,17.0%,6.2%,4.1%,0.7,13.9%,18.7%
2018 US Open R128,W vs Berankis,20,18,1.1,9.7%,8.7%,15,17,0.9,8.2%,9.3%,4.9%,3.3%,0.6,14.0%,22.2%
2018 Cincinnati Masters R32,L vs Del Potro,15,42,0.4,12.9%,36.2%,15,38,0.4,15.3%,38.8%,12.2%,3.1%,0.7,12.9%,18.1%
2018 Washington R16,L vs De Minaur,22,48,0.5,14.8%,32.2%,22,41,0.5,16.2%,30.1%,9.6%,5.9%,0.6,9.4%,15.4%
2018 Munich SF,L vs Zverev,14,36,0.4,10.8%,27.7%,14,32,0.4,12.3%,28.1%,10.5%,0.9%,0.8,13.1%,16.9%
2018 Indian Wells Masters QF,L vs Federer,8,22,0.4,6.3%,17.3%,8,19,0.4,7.2%,17.1%,5.4%,1.8%,1.5,25.2%,17.3%
2018 Australian Open SF,L vs Federer,5,14,0.4,5.6%,15.6%,5,14,0.4,6.6%,18.4%,,,1.1,16.7%,15.6%
2018 Australian Open QF,W vs Sandgren,22,31,0.7,10.4%,14.7%,22,31,0.7,12.0%,16.8%,,,0.7,11.8%,18.0%
2018 Australian Open R16,W vs Djokovic,46,35,1.3,17.3%,13.2%,46,35,1.3,18.3%,13.9%,,,0.7,12.8%,18.0%
2018 Australian Open R32,W vs Zverev,39,32,1.2,14.0%,11.5%,39,32,1.2,16.0%,13.1%,,,0.8,12.9%,16.5%
2018 Australian Open R64,W vs Medvedev,36,15,2.4,20.7%,8.6%,36,15,2.4,23.5%,9.8%,,,0.4,7.5%,21.3%
2018 Australian Open R128,W vs Zverev,16,5,3.2,20.0%,6.3%,16,5,3.2,22.5%,7.0%,,,0.5,8.8%,16.3%
2017 NextGen Finals F,W vs Rublev,12,22,0.5,7.4%,13.5%,11,19,0.6,7.1%,12.3%,7.1%,0.0%,0.4,11.7%,26.4%
2017 Paris Masters R32,L vs Nadal,18,29,0.6,13.0%,21.0%,18,26,0.7,13.8%,20.0%,10.8%,2.3%,1.2,16.7%,14.5%
Career (38 matches),,900,1085,0.8,13.1%,15.8%,775,968,0.8,12.8%,16.0%,6.5%,3.2%,0.9,17.5%,19.9%
