Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 US Open R32,L vs Wozniacki,82.2%,41.7%,1.4%,0/1,2.45,1.6%,83.3%,45.0%,2.1%,2.42,2.9%,87.0%,35.0%,0.0%,2.48,0.0%
2023 US Open R64,W vs Linette,78.1%,66.0%,1.6%,0/1,2.23,2.6%,76.2%,59.4%,2.4%,2.06,5.4%,81.8%,77.8%,0.0%,2.40,0.0%
2021 Madrid R32,W vs Ostapenko,80.4%,54.1%,8.7%,2/2,2.36,17.4%,95.0%,52.6%,0.0%,2.14,36.4%,78.3%,55.6%,17.4%,2.60,0.0%
2021 Doha R32,L vs Kontaveit,55.6%,44.0%,15.6%,5/2,2.01,5.6%,51.7%,46.7%,13.8%,1.91,9.1%,66.7%,40.0%,20.0%,2.15,0.0%
2021 Australian Open F,L vs Osaka,65.1%,51.2%,4.8%,1/2,1.98,2.5%,50.0%,53.3%,3.3%,1.92,5.3%,83.9%,50.0%,6.5%,2.03,0.0%
2021 Australian Open SF,W vs Muchova,76.1%,33.3%,16.4%,6/5,2.54,13.8%,80.0%,33.3%,11.1%,2.64,24.1%,75.0%,33.3%,30.0%,2.47,5.6%
2021 Australian Open QF,W vs Pegula,81.8%,57.4%,7.6%,2/3,2.62,19.1%,78.4%,55.2%,2.7%,2.72,44.4%,96.2%,60.0%,15.4%,2.55,3.4%
2021 Australian Open R16,W vs Vekic,67.2%,58.1%,4.7%,3/0,2.82,8.1%,64.5%,55.0%,0.0%,2.64,16.7%,88.5%,60.9%,11.5%,2.98,0.0%
2021 Australian Open R32,W vs Juvan,82.4%,59.5%,7.8%,4/0,2.36,13.3%,89.7%,61.5%,0.0%,2.02,27.6%,84.2%,56.3%,21.1%,2.68,0.0%
2021 Grampians Trophy SF,L vs Li,70.7%,44.6%,1.1%,1/0,2.37,18.2%,71.4%,42.5%,1.8%,2.43,32.3%,73.5%,48.0%,0.0%,2.30,0.0%
2021 Grampians Trophy QF,W vs Krejcikova,65.6%,50.8%,4.3%,1/3,2.67,2.6%,58.5%,32.3%,1.9%,2.12,6.7%,85.7%,70.0%,8.6%,3.01,0.0%
2020 Ostrava SF,L vs Sabalenka,70.4%,31.6%,11.1%,2/4,2.43,18.4%,78.1%,36.0%,0.0%,2.36,33.3%,68.4%,23.1%,31.6%,2.50,5.0%
2020 Roland Garros R128,L vs Tauson,82.7%,50.4%,5.8%,3/5,2.44,8.6%,78.0%,47.4%,1.0%,2.27,15.0%,97.4%,56.8%,18.4%,2.67,0.0%
2020 US Open SF,L vs Osaka,59.6%,43.4%,7.9%,1/6,1.91,1.5%,52.9%,29.6%,2.0%,1.82,3.1%,70.3%,57.7%,16.2%,2.00,0.0%
2020 US Open QF,W vs Putintseva,82.2%,59.5%,2.2%,1/0,2.36,11.4%,82.8%,58.3%,0.0%,2.13,15.0%,86.7%,61.5%,6.7%,2.71,6.7%
2020 US Open R16,W vs Kerber,75.9%,56.1%,7.4%,3/1,2.67,1.9%,78.6%,45.5%,3.6%,2.68,4.0%,86.4%,68.4%,13.6%,2.66,0.0%
2020 US Open R32,W vs Garcia,61.1%,63.6%,9.3%,3/2,2.13,5.7%,52.8%,63.2%,5.6%,2.08,11.8%,88.2%,66.7%,17.6%,2.17,0.0%
2020 US Open R128,W vs Blinkova,75.0%,51.3%,9.6%,2/3,2.30,4.8%,84.0%,47.6%,4.0%,1.91,9.1%,81.8%,55.6%,18.2%,2.72,0.0%
2020 Lexington F,W vs Teichmann,79.4%,50.0%,4.4%,2/1,2.60,7.1%,79.5%,40.0%,0.0%,2.63,16.7%,86.4%,68.4%,13.6%,2.58,0.0%
2020 Dubai SF,L vs Halep,66.7%,43.8%,8.3%,3/1,2.49,0.0%,62.1%,38.9%,0.0%,2.74,0.0%,77.8%,50.0%,22.2%,2.26,0.0%
Career (33 matches),,73.8%,49.7%,6.1%,50.4%,2.42,7.3%,73.5%,47.1%,2.2%,2.31,13.5%,82.4%,53.9%,13.6%,2.53,1.2%
