Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,111,58,53,52.3%,132-117,53.0%,1212-1134,51.7%,18-18,50.0%,109,73.0%,30.0%,6.3%,4.1%,55.3%,68.5%,49.4%,60.0%,41.5%,51.0%,1.04
Clay,27,9,18,33.3%,24-36,40.0%,290-302,49.0%,3-3,50.0%,26,70.2%,27.4%,4.2%,3.7%,57.5%,66.9%,47.3%,58.6%,40.5%,49.5%,0.98
Grass,12,6,6,50.0%,15-14,51.7%,143-136,51.3%,0-2,0.0%,12,69.7%,32.2%,7.7%,3.6%,56.8%,69.5%,48.7%,60.5%,42.4%,51.3%,1.07
Grand Slams,42,25,17,59.5%,58-42,58.0%,498-433,53.5%,6-4,60.0%,42,72.7%,33.7%,6.0%,4.2%,54.9%,68.3%,49.2%,59.7%,42.9%,51.6%,1.06
Premiers,51,22,29,43.1%,56-62,47.5%,562-571,49.6%,13-9,59.1%,51,71.8%,26.5%,5.9%,3.9%,56.9%,68.0%,48.0%,59.4%,40.2%,50.0%,0.99
Internationals,37,19,18,51.4%,41-37,52.6%,397-356,52.7%,1-7,12.5%,36,73.4%,33.0%,6.9%,3.7%,56.6%,68.8%,50.0%,60.6%,42.7%,51.6%,1.08
Finals,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,2,78.9%,21.1%,4.6%,5.4%,46.2%,71.7%,52.9%,61.5%,39.7%,50.6%,1.03
Semi-finals,8,2,6,25.0%,7-12,36.8%,82-102,44.6%,1-2,33.3%,8,72.5%,16.5%,8.1%,2.3%,55.5%,68.3%,50.6%,60.4%,33.1%,47.0%,0.84
Quarter-finals,10,8,2,80.0%,16-7,69.6%,130-94,58.0%,1-2,33.3%,10,83.0%,33.0%,10.6%,3.5%,56.6%,73.0%,54.7%,65.1%,40.9%,53.3%,1.17
vs Righties,139,69,70,49.6%,161-151,51.6%,1521-1444,51.3%,21-21,50.0%,136,71.6%,30.6%,6.1%,3.8%,55.8%,68.1%,48.9%,59.6%,41.8%,50.9%,1.04
vs Lefties,11,4,7,36.4%,10-16,38.5%,124-128,49.2%,0-2,0.0%,11,78.7%,19.5%,4.7%,5.4%,55.9%,70.5%,49.5%,61.2%,36.9%,49.6%,0.95
vs Top 10,16,2,14,12.5%,8-28,22.2%,141-201,41.2%,2-4,33.3%,16,70.0%,15.6%,5.6%,4.4%,54.3%,67.3%,46.4%,57.8%,34.1%,46.3%,0.81
