Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 US Open R32,L vs Wozniacki,6.3,6.2,6.5,50.8%,40.7%,48.5%,38.2%,50.9%,13.1%,9.0,4.3,-14.0,-7.7
2023 US Open R64,W vs Linette,5.7,5.3,6.4,59.2%,36.4%,42.9%,66.7%,61.1%,14.0%,19.0,7.9,6.5,4.9
2021 Madrid R32,W vs Ostapenko,3.2,2.8,3.6,64.2%,45.5%,50.0%,80.0%,53.3%,19.6%,5.5,10.0,1.5,3.3
2021 Doha R32,L vs Kontaveit,3.2,3.4,2.9,34.8%,50.0%,33.3%,50.0%,48.7%,15.5%,1.0,1.9,-3.5,-7.1
2021 Australian Open F,L vs Osaka,3.1,2.6,3.6,42.3%,47.1%,25.0%,100.0%,56.9%,11.6%,-7.5,-8.9,-2.5,-4.2
2021 Australian Open SF,W vs Muchova,3.6,3.8,3.4,50.5%,38.9%,61.1%,50.0%,50.2%,7.7%,-2.0,-1.8,-4.0,-3.9
2021 Australian Open QF,W vs Pegula,4.2,3.7,4.9,62.0%,42.1%,63.6%,53.3%,49.8%,14.6%,18.0,15.9,2.5,2.4
2021 Australian Open R16,W vs Vekic,3.4,3.4,3.5,58.5%,70.8%,35.7%,71.4%,55.6%,17.7%,6.5,6.6,5.5,8.5
2021 Australian Open R32,W vs Juvan,4.9,5.1,4.5,57.4%,65.5%,43.8%,60.0%,54.5%,15.2%,17.5,13.3,6.0,6.4
2021 Grampians Trophy SF,L vs Li,3.5,3.5,3.5,50.4%,48.6%,37.5%,30.0%,65.7%,9.6%,-0.5,-0.3,-0.5,-0.7
2021 Grampians Trophy QF,W vs Krejcikova,2.9,2.8,3.1,55.3%,42.3%,66.7%,40.0%,47.1%,11.1%,9.0,10.7,3.0,3.5
2020 Ostrava SF,L vs Sabalenka,3.2,3.2,3.2,47.3%,28.6%,45.5%,100.0%,52.3%,6.5%,3.0,4.5,-3.0,-5.2
2020 Roland Garros R128,L vs Tauson,4.3,3.8,4.7,49.6%,64.9%,48.5%,30.4%,48.1%,15.7%,15.5,7.9,12.0,6.5
2020 US Open SF,L vs Osaka,3.5,3.7,3.3,48.0%,59.4%,35.0%,20.0%,48.6%,9.1%,7.0,5.9,-1.0,-0.8
2020 US Open QF,W vs Putintseva,5.1,4.3,6.0,46.5%,72.7%,62.5%,61.5%,51.6%,5.8%,10.0,9.3,-2.0,-2.1
2020 US Open R16,W vs Kerber,5.2,5.7,4.6,61.3%,31.3%,63.2%,63.6%,49.0%,11.2%,12.5,9.8,7.5,6.3
2020 US Open R32,W vs Garcia,3.0,2.9,3.1,55.1%,55.2%,57.1%,100.0%,56.9%,0.0%,12.0,16.9,4.5,8.0
2020 US Open R128,W vs Blinkova,4.0,3.7,4.4,67.2%,70.4%,18.2%,15.4%,51.7%,3.4%,19.0,21.6,3.5,4.2
2020 Lexington F,W vs Teichmann,4.3,4.2,4.3,57.9%,58.6%,52.6%,50.0%,57.4%,6.4%,13.5,9.2,-0.5,-0.5
2020 Dubai SF,L vs Halep,4.0,3.3,4.6,36.2%,40.9%,20.0%,36.4%,51.9%,9.0%,-3.5,-4.2,-6.0,-8.5
Career (33 matches),,4.1,4.0,4.2,51.2%,49.8%,47.9%,48.2%,53.9%,12.2%,7.4,5.9,0.6,0.6
