Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 US Open R32,L vs Wozniacki,17.1%,24.4%,46.9%,23.9%,32.6%,37.1%,64.7%,48.3%,50.0%,9.4%,15.6%,58.6%,44.4%,50.0%,40.0%,-23
2023 US Open R64,W vs Linette,19.2%,34.3%,46.8%,31.5%,51.9%,43.2%,48.1%,37.0%,20.0%,4.8%,14.3%,50.0%,57.9%,60.9%,83.3%,-67
2021 Madrid R32,W vs Ostapenko,46.2%,55.8%,48.0%,48.0%,68.0%,69.2%,33.3%,18.8%,100.0%,50.0%,50.0%,25.0%,21.4%,40.0%,100.0%,30
2021 Doha R32,L vs Kontaveit,18.8%,33.3%,38.9%,21.4%,39.3%,36.4%,64.3%,57.1%,100.0%,17.6%,29.4%,42.9%,12.5%,66.7%,0.0%,54
2021 Australian Open F,L vs Osaka,25.0%,38.3%,39.0%,33.3%,46.7%,45.0%,26.7%,53.3%,50.0%,18.5%,33.3%,36.4%,6.7%,58.3%,-,52
2021 Australian Open SF,W vs Muchova,30.2%,39.6%,49.2%,40.8%,49.0%,44.8%,55.0%,44.8%,0.0%,20.0%,31.1%,52.8%,9.1%,30.4%,0.0%,-52
2021 Australian Open QF,W vs Pegula,32.5%,40.3%,44.7%,52.6%,57.9%,61.1%,50.0%,55.0%,66.7%,14.7%,26.5%,34.5%,20.0%,47.4%,0.0%,29
2021 Australian Open R16,W vs Vekic,36.5%,42.9%,54.1%,47.1%,55.9%,72.2%,35.3%,47.1%,100.0%,26.9%,30.8%,36.8%,15.4%,61.5%,50.0%,21
2021 Australian Open R32,W vs Juvan,12.9%,21.4%,55.0%,14.7%,32.4%,62.1%,50.0%,75.0%,80.0%,11.4%,11.4%,48.4%,9.5%,50.0%,50.0%,-70
2021 Grampians Trophy SF,L vs Li,32.1%,42.9%,47.3%,38.0%,52.0%,54.8%,47.4%,64.5%,-,25.0%,31.3%,37.5%,0.0%,50.0%,100.0%,-33
2021 Grampians Trophy QF,W vs Krejcikova,45.2%,56.2%,51.3%,61.5%,71.8%,53.3%,43.8%,21.7%,0.0%,27.3%,39.4%,50.0%,31.3%,47.1%,0.0%,-68
2020 Ostrava SF,L vs Sabalenka,25.9%,40.7%,48.7%,32.1%,57.1%,63.2%,60.0%,61.1%,0.0%,20.0%,24.0%,35.0%,41.7%,69.2%,-,-57
2020 Roland Garros R128,L vs Tauson,25.7%,37.6%,52.1%,31.1%,49.2%,57.1%,51.6%,43.3%,60.0%,18.4%,21.1%,45.2%,0.0%,65.0%,40.0%,-43
2020 US Open SF,L vs Osaka,30.6%,42.9%,51.5%,39.6%,52.8%,62.5%,50.0%,29.6%,0.0%,20.9%,32.6%,41.2%,13.3%,57.1%,-,-50
2020 US Open QF,W vs Putintseva,28.6%,32.7%,48.6%,35.5%,41.9%,35.0%,88.9%,45.5%,0.0%,16.7%,16.7%,66.7%,25.0%,66.7%,-,-104
2020 US Open R16,W vs Kerber,16.9%,30.8%,58.5%,25.7%,48.6%,57.7%,40.0%,46.7%,50.0%,6.9%,10.3%,59.3%,12.5%,4.8%,0.0%,-64
2020 US Open R32,W vs Garcia,39.7%,46.0%,51.4%,59.5%,66.7%,52.9%,52.6%,39.1%,25.0%,0.0%,5.6%,50.0%,37.5%,50.0%,-,-119
2020 US Open R128,W vs Blinkova,31.7%,42.9%,50.0%,35.3%,55.9%,59.1%,66.7%,47.4%,33.3%,28.6%,28.6%,40.0%,0.0%,37.5%,0.0%,-62
2020 Lexington F,W vs Teichmann,35.7%,40.0%,57.1%,41.9%,51.6%,66.7%,41.7%,31.6%,0.0%,33.3%,33.3%,50.0%,37.5%,60.0%,100.0%,-11
2020 Dubai SF,L vs Halep,18.8%,22.9%,28.9%,25.0%,29.2%,27.8%,80.0%,35.7%,33.3%,13.0%,17.4%,30.0%,16.7%,63.6%,100.0%,-54
Career (33 matches),,26.6%,35.8%,47.4%,34.8%,47.4%,51.6%,49.1%,41.1%,38.7%,18.8%,24.6%,43.2%,24.4%,53.2%,54.5%,-5
