Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Ivashka,111.1,115.6,11.9,124.1,109.6,131,63,97.2,6.8,101.8,94.0,111,81
2021 Wimbledon R64,L vs Zverev,109.0,115.4,9.0,121.3,111.5,127,95,98.3,5.0,99.5,93.5,106,87
2019 US Open R32,L vs Schwartzman,102.7,112.8,9.0,118.0,107.3,127,94,85.2,8.8,89.2,82.5,108,64
2019 US Open R64,W vs Pospisil,102.2,113.3,8.7,116.9,105.1,126,94,88.2,7.1,90.6,93.6,102,70
2019 US Open R128,W vs Tsonga,106.2,112.5,9.0,117.3,106.3,127,77,93.7,8.2,97.4,93.0,109,75
2019 Wimbledon R16,L vs Querrey,110.0,116.2,8.4,120.0,112.1,129,100,97.6,6.9,96.6,103.6,109,82
2018 US Open R64,L vs Djokovic,104.9,113.7,10.7,120.6,110.6,131,92,89.7,7.4,93.6,94.8,105,75
2018 Wimbledon R128,L vs Djokovic,112.4,118.2,7.5,121.2,115.3,129,101,102.6,10.5,111.9,99.7,127,85
2017 US Open R128,L vs Cilic,101.9,111.6,9.7,116.4,108.2,127,94,88.4,8.7,97.3,88.0,123,75
Career (9 matches),,106.5,114.3,9.4,119.4,109.6,131,63,92.9,7.7,97.2,95.6,127,64
