Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,77,30,47,39.0%,88-115,43.3%,990-1080,47.8%,21-28,42.9%,76,81.2%,15.2%,11.0%,3.0%,61.1%,74.3%,48.9%,64.4%,33.4%,49.1%,0.94
Clay,30,9,21,30.0%,25-52,32.5%,337-408,45.2%,4-11,26.7%,30,74.2%,17.3%,8.2%,3.3%,60.7%,69.5%,47.4%,60.8%,33.9%,47.5%,0.86
Grass,16,8,8,50.0%,23-24,48.9%,224-236,48.7%,5-3,62.5%,16,77.1%,19.4%,10.0%,4.0%,60.4%,73.5%,48.0%,63.4%,34.3%,49.1%,0.94
Grand Slams,33,16,17,48.5%,56-66,45.9%,592-632,48.4%,10-14,41.7%,33,81.0%,15.7%,10.1%,2.8%,62.9%,72.9%,49.1%,64.0%,33.1%,48.9%,0.92
Masters,17,5,12,29.4%,13-25,34.2%,169-209,44.7%,3-7,30.0%,17,76.3%,15.0%,8.3%,3.2%,59.9%,70.1%,48.4%,61.4%,34.4%,47.8%,0.89
Other Tours,73,26,47,35.6%,67-100,40.1%,790-883,47.2%,17-21,44.7%,72,78.1%,17.0%,10.8%,3.5%,59.7%,74.0%,48.0%,63.5%,33.8%,48.9%,0.93
Best of 5,33,16,17,48.5%,56-66,45.9%,592-632,48.4%,10-14,41.7%,33,81.0%,15.7%,10.1%,2.8%,62.9%,72.9%,49.1%,64.0%,33.1%,48.9%,0.92
Best of 3,90,31,59,34.4%,80-125,39.0%,959-1092,46.8%,20-28,41.7%,89,77.8%,16.6%,10.3%,3.4%,59.7%,73.2%,48.1%,63.1%,33.9%,48.7%,0.92
Finals,2,1,1,50.0%,3-2,60.0%,28-21,57.1%,0-1,0.0%,2,87.5%,29.2%,7.7%,3.0%,58.0%,71.4%,54.9%,64.5%,36.9%,51.6%,1.04
Semi-finals,2,2,0,100.0%,4-0,100.0%,26-18,59.1%,2-0,100.0%,2,90.5%,23.8%,11.1%,4.0%,65.9%,88.0%,51.2%,75.4%,33.6%,54.3%,1.37
Quarter-finals,7,2,5,28.6%,8-13,38.1%,107-111,49.1%,2-6,25.0%,7,84.0%,16.3%,11.6%,4.2%,58.6%,73.3%,53.6%,65.1%,33.5%,49.4%,0.96
vs Righties,108,40,68,37.0%,118-171,40.8%,1364-1529,47.1%,28-38,42.4%,107,79.1%,15.9%,10.3%,3.2%,61.0%,73.4%,48.3%,63.6%,33.5%,48.7%,0.92
vs Lefties,15,7,8,46.7%,18-20,47.4%,187-195,49.0%,2-4,33.3%,15,78.4%,19.4%,9.7%,3.4%,60.5%,70.9%,49.6%,62.5%,34.5%,49.0%,0.92
vs Top 10,14,4,10,28.6%,17-29,37.0%,209-246,45.9%,5-4,55.6%,14,80.0%,11.7%,10.6%,2.6%,63.2%,71.4%,50.5%,63.7%,30.5%,47.9%,0.84
