Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Miami R64,L vs Rublev,0.0%,-,4.1%,50.0%,4.1%,5.0%,0.0%,3.0%,20.0%,1.9%,33.3%,-37,-33
2020 Roland Garros R128,W vs Hurkacz,2.9%,100.0%,17.4%,71.6%,9.2%,21.1%,11.8%,4.7%,8.6%,1.3%,10.0%,-59,-52
2020 Australian Open QF,L vs Federer,0.0%,-,6.9%,77.3%,10.6%,8.1%,35.7%,13.4%,45.8%,0.2%,0.0%,-36,3
2020 Australian Open R16,W vs Fognini,0.0%,-,9.1%,60.0%,8.1%,12.7%,20.0%,2.9%,4.3%,0.7%,0.0%,-87,-41
2020 Australian Open R64,W vs Berrettini,0.0%,-,8.3%,68.0%,13.1%,24.3%,0.0%,9.5%,33.3%,0.5%,0.0%,-38,22
2019 Zhuhai R32,L vs Murray,1.9%,50.0%,15.7%,59.4%,8.5%,14.3%,0.0%,7.2%,14.3%,3.3%,36.4%,-23,-11
2019 Winston Salem R32,L vs Shapovalov,0.0%,-,5.4%,50.0%,15.6%,25.0%,25.0%,5.9%,25.0%,0.8%,0.0%,-54,-28
2019 Wimbledon R16,L vs Querrey,0.7%,100.0%,9.5%,67.9%,17.1%,21.1%,9.1%,16.4%,33.3%,0.6%,50.0%,-4,12
2019 Wimbledon R32,W vs Fognini,0.0%,-,10.6%,70.8%,12.3%,17.9%,12.5%,16.9%,44.4%,0.3%,0.0%,-70,-9
2019 Monterrey CH SF,L vs Bublik,1.4%,100.0%,11.5%,81.8%,16.3%,18.8%,0.0%,24.4%,50.0%,0.5%,0.0%,73,53
2019 Auckland F,W vs Norrie,0.0%,-,12.4%,66.7%,9.2%,12.5%,0.0%,6.1%,33.3%,0.0%,-,-74,-45
2019 Auckland SF,W vs Kohlschreiber,0.0%,-,8.5%,77.8%,19.1%,47.1%,0.0%,7.5%,33.3%,1.2%,50.0%,7,56
2018 Houston F,L vs Johnson,3.9%,25.0%,18.8%,62.2%,12.3%,14.3%,0.0%,13.0%,55.6%,0.8%,66.7%,20,8
2018 Australian Open QF,L vs Chung,1.1%,100.0%,11.8%,92.0%,10.1%,16.0%,40.0%,2.8%,7.7%,0.5%,0.0%,-40,-22
2018 Australian Open R16,W vs Thiem,0.0%,-,13.0%,66.7%,10.2%,15.3%,0.0%,9.0%,42.1%,0.3%,0.0%,-82,-41
2017 Tiburon CH F,L vs Norrie,0.0%,-,3.3%,50.0%,5.0%,9.1%,0.0%,9.1%,40.0%,1.1%,0.0%,-99,-77
2016 Savannah CH R16,L vs Melzer,0.0%,-,2.1%,100.0%,6.1%,4.5%,7.1%,9.1%,16.7%,0.9%,0.0%,-65,-68
2015 Sacramento CH R16,L vs Donaldson,0.0%,-,6.1%,14.3%,4.8%,9.7%,0.0%,2.7%,0.0%,0.5%,0.0%,-107,-79
2014 USA F25 SF,L vs Jenkins,0.0%,-,10.8%,60.7%,9.3%,15.7%,0.0%,9.6%,33.3%,0.6%,0.0%,-48,-41
2013 Champaign CH R32,W vs Peliwo,0.0%,-,3.1%,100.0%,7.0%,20.0%,0.0%,4.5%,18.2%,0.0%,-,-124,-67
Career (21 matches),,0.8%,71.4%,10.5%,68.2%,10.2%,16.0%,7.9%,8.2%,25.8%,0.8%,18.5%,-50,-23
