Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,506,75,218,1537,201,1499,204,1496,,,511,96,,
2023,259,227,198,1542,185,1511,,,,,,,,
2022,265,198,183,1576,163,1550,195,1511,,,,,,
2021,96,773,140,1634,132,1580,130,1584,93,1580,,,,
2020,49,1081,82,1712,86,1643,81,1657,,,,,,
2019,68,803,109,1688,109,1629,101,1618,74,1637,261,220,111,1561
2018,61,814,143,1625,131,1593,125,1581,159,1486,152,478,,
2017,96,583,133,1632,128,1601,107,1619,148,1491,444,124,,
2016,191,289,223,1508,206,1477,235,1430,,,347,186,,
2015,261,201,279,1435,274,1386,252,1410,,,194,368,,
2014,660,38,251,1474,232,1445,,,,,316,200,,
2013,183,277,154,1601,124,1585,249,1420,,,133,538,,
2012,233,206,300,1407,284,1376,,,,,163,406,,
2011,540,51,,,,,,,,,650,63,,
2010,1361,2,,,,,,,,,944,24,,
2009,980,8,,,,,,,,,1530,5,,
2008,1665,1,,,,,,,,,1184,13,,
