Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Miami R64,L vs Rublev,4.0,4.3,3.7,41.4%,17.6%,25.0%,50.0%,46.2%,9.4%,-8.5,-14.9,-5.0,-6.5
2020 Roland Garros R128,W vs Hurkacz,4.7,5.1,4.4,48.7%,49.4%,48.2%,52.2%,53.3%,21.6%,18.0,5.0,-9.5,-3.5
2020 Australian Open QF,L vs Federer,3.7,3.8,3.5,48.0%,55.7%,50.0%,50.0%,45.1%,19.4%,4.5,2.4,13.0,6.5
2020 Australian Open R16,W vs Fognini,4.7,4.5,4.8,56.4%,45.5%,35.3%,55.2%,52.1%,18.8%,4.0,1.7,-7.0,-3.4
2020 Australian Open R64,W vs Berrettini,3.4,3.6,3.2,48.5%,52.0%,60.0%,36.8%,50.3%,25.9%,8.0,4.8,-6.0,-4.2
2019 Zhuhai R32,L vs Murray,4.3,4.4,4.1,45.0%,38.2%,66.7%,31.6%,59.1%,34.3%,-2.5,-1.5,-3.0,-3.3
2019 Winston Salem R32,L vs Shapovalov,3.1,3.3,2.8,46.8%,38.5%,20.0%,25.0%,50.4%,15.9%,-1.0,-1.9,-4.0,-7.5
2019 Wimbledon R16,L vs Querrey,3.1,3.5,2.7,46.0%,50.0%,72.2%,57.1%,57.5%,35.5%,19.0,12.0,8.0,9.2
2019 Wimbledon R32,W vs Fognini,3.7,3.8,3.7,58.5%,53.1%,47.1%,33.3%,52.0%,32.9%,4.0,2.9,17.0,16.8
2019 Monterrey CH SF,L vs Bublik,2.9,3.4,2.6,49.6%,66.7%,38.5%,25.0%,58.9%,19.8%,14.0,13.3,9.5,14.4
2019 Auckland F,W vs Norrie,4.2,4.2,4.2,50.8%,60.0%,53.8%,61.5%,58.9%,14.5%,8.0,7.5,3.0,4.3
2019 Auckland SF,W vs Kohlschreiber,3.8,2.7,4.7,56.9%,65.2%,40.0%,87.5%,58.5%,15.5%,4.5,5.3,3.0,5.1
2018 Houston F,L vs Johnson,4.6,5.0,4.0,50.0%,51.0%,47.6%,47.4%,51.8%,30.1%,9.0,5.1,3.0,2.5
2018 Australian Open QF,L vs Chung,4.8,4.6,5.0,46.4%,52.1%,44.8%,29.2%,55.9%,27.2%,4.5,2.1,-7.0,-5.4
2018 Australian Open R16,W vs Thiem,4.6,5.1,4.1,52.4%,51.9%,57.5%,41.5%,54.0%,28.7%,14.0,4.7,6.5,3.2
2017 Tiburon CH F,L vs Norrie,5.2,5.2,5.2,50.7%,28.6%,41.7%,38.9%,60.4%,24.8%,-5.5,-3.8,1.0,1.2
2016 Savannah CH R16,L vs Melzer,5.4,5.6,5.3,33.3%,47.4%,45.5%,37.5%,50.0%,10.8%,-2.5,-2.3,-3.5,-3.6
2015 Sacramento CH R16,L vs Donaldson,4.4,4.7,4.0,46.7%,30.4%,50.0%,15.4%,52.0%,7.1%,-0.5,-0.5,-6.5,-7.4
2014 USA F25 SF,L vs Jenkins,4.7,4.4,4.9,51.9%,51.7%,51.4%,42.4%,54.4%,22.5%,8.0,3.1,5.0,2.8
2013 Champaign CH R32,W vs Peliwo,4.3,3.7,4.9,82.4%,70.6%,33.3%,100.0%,45.4%,9.2%,6.0,11.5,5.0,8.5
Career (21 matches),,4.2,4.3,4.0,50.5%,50.4%,48.8%,46.1%,53.2%,22.6%,5.3,3.4,1.3,1.1
