Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Iasi R16,L vs Carle,1.00,0.90,59.5,3.8,0.0%,48.0%,0.0%,46.9%,35.6%,59.5%
2025 Wimbledon R128,L vs Rybakina,0.78,0.51,35.0,2.0,0.0%,40.0%,5.6%,44.4%,50.0%,25.0%
2025 Merida SF,L vs Navarro,0.98,0.65,44.0,2.3,3.1%,37.5%,0.0%,53.3%,37.9%,34.6%
2025 Merida QF,W vs Joint,1.00,1.29,48.6,4.7,2.3%,51.2%,0.0%,55.0%,68.3%,51.4%
2025 Dubai R64,L vs Andreeva,1.06,0.56,40.9,2.0,0.0%,30.8%,0.0%,50.0%,30.4%,33.3%
2025 Doha R32,L vs Kasatkina,0.89,0.72,47.8,2.1,0.0%,58.3%,0.0%,41.2%,29.4%,51.5%
2025 Doha R64,W vs Wang,1.13,1.10,91.6,13.1,3.6%,48.2%,0.0%,56.9%,50.7%,41.5%
2025 Linz R32,W vs Siniakova,1.14,1.90,36.5,2.1,3.8%,73.1%,0.0%,68.0%,51.7%,46.2%
2025 Hobart SF,L vs Kessler,0.96,0.87,74.6,6.3,2.2%,48.9%,2.4%,46.3%,40.9%,53.7%
2024 Osaka R32,W vs Krueger,1.05,1.32,55.5,2.4,2.6%,59.0%,5.6%,55.6%,58.8%,48.4%
2024 US Open R128,L vs Haddad Maia,0.99,0.65,44.1,4.0,2.9%,58.8%,0.0%,40.0%,44.4%,20.6%
2024 Monterrey R16,L vs Svitolina,0.95,0.61,48.3,2.5,0.0%,51.5%,0.0%,54.8%,22.2%,39.1%
2024 Cincinnati R64,W vs Andreescu,1.17,1.23,57.5,2.4,4.3%,56.5%,0.0%,69.0%,24.3%,55.9%
2024 Wimbledon R64,L vs Samsonova,0.90,0.68,51.7,2.3,0.0%,50.0%,3.8%,46.2%,33.3%,46.2%
2024 Wimbledon R128,W vs Kalinina,1.18,1.59,38.5,2.1,0.0%,50.0%,0.0%,66.7%,60.0%,51.9%
2024 Birmingham R32,L vs Potapova,0.87,0.72,52.5,2.1,2.9%,52.9%,0.0%,51.6%,42.4%,36.7%
2024 Roland Garros R16,L vs Paolini,0.98,0.78,44.8,4.5,0.0%,40.5%,0.0%,44.7%,39.5%,52.4%
2024 Madrid R128,L vs Montgomery,0.75,0.47,31.9,2.0,4.3%,52.2%,0.0%,47.4%,32.1%,30.8%
2024 Rouen R16,L vs Andreeva,0.92,0.78,64.0,2.6,0.0%,40.0%,0.0%,63.6%,52.5%,28.6%
2024 Miami R32,L vs Collins,0.99,0.62,41.8,2.2,0.0%,24.1%,0.0%,57.7%,37.5%,37.5%
2025 (9 matches),,1.00,0.91,58.3,2.9,1.8%,48.8%,0.6%,51.3%,45.1%,45.2%
2024 (13 matches),,1.01,0.91,51.3,2.6,1.7%,50.4%,0.7%,55.3%,42.2%,42.9%
2023 (7 matches),,1.03,1.07,70.0,3.3,1.0%,55.7%,0.4%,52.2%,48.7%,46.8%
2022 (1 matches),,0.88,0.74,46.4,2.0,7.9%,55.3%,2.8%,36.1%,42.4%,48.4%
2019 (1 matches),,0.88,1.24,60.4,2.8,0.0%,57.6%,0.0%,53.3%,66.7%,58.1%
Career (33 matches),,1.00,0.94,58.6,2.8,1.6%,50.8%,0.6%,52.2%,45.9%,45.3%
