Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,56,25,31,44.6%,63-73,46.3%,615-643,48.9%,7-5,58.3%,56,57.2%,39.9%,1.2%,3.9%,68.0%,57.6%,43.1%,53.0%,45.5%,49.3%,0.97
Clay,41,23,18,56.1%,51-44,53.7%,445-417,51.6%,2-3,40.0%,41,59.1%,43.2%,0.9%,4.0%,69.5%,58.6%,43.1%,53.8%,47.3%,50.5%,1.03
Grass,8,3,5,37.5%,6-10,37.5%,66-79,45.5%,1-1,50.0%,8,53.4%,36.5%,1.0%,3.0%,69.0%,55.3%,39.7%,50.5%,44.2%,47.4%,0.89
Grand Slams,21,10,11,47.6%,25-27,48.1%,228-245,48.2%,1-0,100.0%,21,53.9%,41.6%,1.3%,4.2%,68.6%,56.5%,42.2%,52.0%,46.3%,49.1%,0.97
Premiers,17,9,8,52.9%,20-20,50.0%,190-175,52.1%,2-2,50.0%,17,62.0%,41.4%,1.2%,3.3%,68.9%,58.8%,42.5%,53.7%,45.8%,49.9%,0.99
Internationals,44,22,22,50.0%,50-47,51.5%,456-439,50.9%,5-3,62.5%,44,58.1%,42.3%,1.0%,3.9%,69.5%,58.4%,43.3%,53.8%,47.1%,50.4%,1.02
Finals,1,0,1,0.0%,1-1,50.0%,12-12,50.0%,0-0,-,1,50.0%,35.7%,0.0%,3.3%,83.5%,48.7%,46.7%,48.4%,40.0%,44.4%,0.77
Semi-finals,3,1,2,33.3%,3-4,42.9%,31-33,48.4%,0-0,-,3,60.6%,35.5%,1.5%,1.5%,74.0%,58.1%,42.3%,54.0%,43.9%,48.8%,0.95
Quarter-finals,7,2,5,28.6%,5-11,31.3%,65-81,44.5%,0-1,0.0%,7,50.0%,39.7%,0.7%,4.4%,75.2%,54.2%,32.5%,48.8%,46.3%,47.5%,0.90
vs Righties,97,46,51,47.4%,108-120,47.4%,1031-1061,49.3%,9-8,52.9%,97,57.4%,40.3%,1.1%,3.9%,68.5%,57.6%,42.8%,52.9%,46.0%,49.4%,0.98
vs Lefties,6,3,3,50.0%,8-6,57.1%,66-62,51.6%,1-1,50.0%,6,59.4%,43.5%,0.8%,4.1%,67.9%,59.2%,45.6%,54.9%,46.1%,50.4%,1.02
vs Top 10,5,3,2,60.0%,6-6,50.0%,56-57,49.6%,1-0,100.0%,5,58.9%,39.3%,1.6%,1.8%,71.8%,56.4%,49.1%,54.3%,43.5%,49.0%,0.95
