Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Iasi R16,L vs Carle,0.0%,-,11.3%,42.9%,13.7%,17.0%,33.3%,5.2%,15.2%,2.0%,33.3%,-24,-46
2025 Wimbledon R128,L vs Rybakina,0.0%,-,2.9%,66.7%,9.7%,16.7%,0.0%,13.0%,12.5%,1.0%,0.0%,29,39
2025 Merida SF,L vs Navarro,0.0%,-,4.3%,60.0%,8.7%,12.5%,0.0%,3.0%,6.3%,0.8%,0.0%,-97,-91
2025 Merida QF,W vs Joint,0.0%,-,1.3%,50.0%,9.5%,15.4%,50.0%,5.3%,5.6%,0.9%,0.0%,-112,-83
2025 Dubai R64,L vs Andreeva,0.0%,-,10.6%,60.0%,11.9%,30.0%,0.0%,10.3%,12.5%,1.8%,0.0%,88,79
2025 Doha R32,L vs Kasatkina,0.0%,-,2.2%,100.0%,19.0%,34.8%,0.0%,7.3%,11.8%,1.1%,0.0%,-6,-29
2025 Doha R64,W vs Wang,0.0%,-,6.3%,73.3%,11.3%,19.0%,0.0%,10.8%,24.4%,0.6%,0.0%,-46,-44
2025 Linz R32,W vs Siniakova,0.0%,-,11.3%,50.0%,14.5%,21.9%,0.0%,8.9%,16.7%,0.5%,0.0%,-30,-39
2025 Hobart SF,L vs Kessler,0.0%,-,6.4%,45.5%,9.2%,13.0%,25.0%,9.4%,24.1%,0.5%,0.0%,-6,-15
2024 Osaka R32,W vs Krueger,0.0%,-,7.9%,90.9%,15.2%,22.0%,0.0%,14.8%,37.5%,0.9%,0.0%,-7,-13
2024 Monterrey R16,L vs Svitolina,0.0%,-,3.5%,100.0%,17.0%,50.0%,0.0%,30.2%,42.9%,0.7%,0.0%,15,20
2024 Cincinnati R64,W vs Andreescu,0.0%,-,6.3%,90.0%,14.0%,27.3%,0.0%,14.9%,28.6%,0.4%,0.0%,-50,-43
2024 Iasi F,L vs Andreeva,0.0%,-,9.4%,56.3%,6.7%,7.6%,25.0%,7.3%,17.1%,0.2%,0.0%,-127,-120
2024 Wimbledon R64,L vs Samsonova,0.0%,-,0.9%,100.0%,17.0%,31.6%,0.0%,12.5%,16.7%,1.5%,0.0%,57,68
2024 Birmingham R32,L vs Potapova,0.0%,-,0.8%,100.0%,10.3%,25.0%,0.0%,6.7%,11.8%,0.0%,-,-36,-50
2024 Roland Garros R16,L vs Paolini,0.0%,-,3.0%,40.0%,6.3%,5.8%,0.0%,5.0%,17.9%,0.0%,-,-87,-94
2024 Madrid R128,L vs Montgomery,0.0%,-,5.2%,80.0%,13.6%,11.8%,0.0%,4.5%,9.1%,0.0%,-,-34,-32
2024 Rouen R16,L vs Andreeva,0.0%,-,12.6%,55.6%,6.8%,12.8%,33.3%,4.8%,9.8%,0.0%,-,-23,-35
2024 Miami R32,L vs Collins,0.0%,-,3.9%,50.0%,6.0%,17.6%,0.0%,2.0%,8.3%,0.0%,-,-34,-38
2024 Australian Open R64,W vs Sakkari,0.0%,-,6.2%,77.8%,9.6%,23.1%,0.0%,9.4%,28.1%,0.0%,-,-95,-74
Last 52 Weeks (2 matches),,0.0%,-,8.3%,45.8%,13.0%,16.9%,33.3%,6.0%,14.8%,1.8%,30.0%,-13,-26
Career (29 matches),,0.0%,-,6.3%,63.3%,9.9%,18.1%,8.3%,7.7%,18.1%,0.8%,20.5%,-59,-58
