Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,8,4,4,50.0%,1,0,1,0.0%,2023,2026,R64,8,0.95,0.5%,6.2%,59.1%,59.8%,42.8%,52.9%,44.9%,57.8%,52.6%
Roland Garros,9,Clay,19,10,9,52.6%,6,5,1,83.3%,2017,2025,R64,14,1.00,0.7%,6.5%,63.9%,57.2%,43.4%,52.2%,47.6%,53.7%,53.9%
Wimbledon,7,Grass,14,6,8,42.9%,2,1,1,50.0%,2017,2025,R64,10,0.91,2.6%,4.8%,61.1%,63.6%,43.1%,55.6%,40.4%,58.4%,40.7%
US Open,7,Hard,11,4,7,36.4%,3,1,2,33.3%,2016,2024,R64,9,0.98,2.9%,6.5%,57.5%,61.5%,44.5%,54.3%,44.9%,50.0%,42.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.37,1.8%,8.8%,82.5%,44.7%,20.0%,40.4%,22.2%,40.0%,33.3%
Ostrava,2,Hard,7,5,2,71.4%,0,0,0,-,2022,2026,F,7,1.04,1.9%,4.3%,64.4%,62.2%,47.3%,56.9%,45.0%,55.8%,44.3%
Limoges 125,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2024,2025,R16,3,0.97,4.1%,6.8%,56.8%,61.9%,42.7%,53.6%,45.2%,28.6%,50.0%
Angers 125,3,Hard,9,6,3,66.7%,2,0,2,0.0%,2022,2025,F,9,1.15,2.5%,3.9%,61.1%,66.8%,49.5%,60.1%,45.9%,52.9%,53.0%
Jiujiang,2,Hard,5,3,2,60.0%,0,0,0,-,2024,2025,QF,5,1.16,4.4%,6.9%,54.2%,60.4%,48.4%,54.9%,52.2%,53.1%,45.8%
Guangzhou,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2023,2025,R32,4,1.00,5.1%,6.6%,52.4%,64.0%,42.8%,53.9%,45.9%,55.0%,39.1%
Ningbo,3,Hard,8,4,4,50.0%,3,2,1,66.7%,2023,2025,R16,8,0.92,1.5%,7.0%,57.1%,56.1%,42.1%,50.1%,45.9%,43.2%,48.5%
