Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,4,1,80.0%,9-2,81.8%,58-46,55.8%,0-0,-,5,67.9%,43.1%,2.3%,3.8%,65.4%,61.9%,50.0%,57.8%,45.8%,51.7%,1.09,F (Ostrava)
2025,6,3,3,50.0%,6-7,46.2%,60-58,50.8%,1-0,100.0%,6,58.1%,45.8%,2.9%,5.5%,58.6%,59.6%,45.1%,53.6%,49.2%,51.3%,1.06,QF (Jiujiang)
2024,21,4,17,19.0%,13-37,26.0%,197-269,42.3%,2-5,28.6%,21,52.2%,32.6%,1.7%,7.0%,56.8%,56.1%,44.1%,50.9%,42.0%,46.6%,0.86,R16 (2x)
2023,27,13,14,48.1%,29-33,46.8%,274-298,47.9%,3-4,42.9%,27,57.0%,39.2%,2.5%,5.4%,57.0%,60.1%,44.1%,53.3%,46.3%,49.9%,0.99,W (Cluj Napoca)
2022,11,2,9,18.2%,8-20,28.6%,111-151,42.4%,2-1,66.7%,11,57.8%,26.5%,2.6%,7.0%,55.1%,62.0%,43.4%,53.7%,40.1%,46.7%,0.87,R16 (2x)
2021,10,5,5,50.0%,12-12,50.0%,107-125,46.1%,2-0,100.0%,10,55.6%,35.4%,2.4%,10.4%,58.2%,61.8%,39.9%,52.6%,44.5%,48.6%,0.94,SF (Gdynia)
2020,2,0,2,0.0%,1-4,20.0%,14-30,31.8%,1-0,100.0%,2,45.5%,18.2%,1.3%,9.7%,57.8%,55.1%,38.5%,48.1%,36.3%,42.3%,0.70,R128 (2x)
2019,12,5,7,41.7%,11-18,37.9%,114-136,45.6%,0-1,0.0%,12,54.3%,36.9%,1.6%,6.1%,61.3%,56.9%,43.8%,51.8%,44.7%,48.2%,0.93,SF (Lausanne)
2018,7,4,3,57.1%,7-6,53.8%,62-61,50.4%,2-0,100.0%,7,54.0%,46.0%,1.2%,8.7%,55.3%,59.2%,43.1%,52.0%,48.1%,50.2%,1.00,QF (Lugano)
2017,8,3,5,37.5%,6-11,35.3%,71-80,47.0%,0-1,0.0%,8,59.2%,35.1%,1.6%,2.7%,66.2%,56.3%,51.7%,54.8%,42.0%,48.7%,0.93,QF (Gstaad)
Career,109,43,66,39.4%,102-150,40.5%,1068-1254,46.0%,13-12,52.0%,109,56.0%,36.0%,2.1%,6.5%,58.3%,59.0%,44.1%,52.8%,44.2%,48.5%,0.94,
