Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2023-10-16),894,23,,,,,,,,,,,,
2021,371,159,,,,,,,,,,,,
2020,171,423,,,,,,,,,818,41,,
2019,158,379,133,1641,113,1637,165,1517,109,1555,,,,
2018,188,310,152,1594,127,1594,107,1594,115,1524,,,,
2017,108,589,99,1700,106,1634,79,1657,81,1599,266,262,,
2016,100,662,80,1732,80,1684,89,1630,70,1620,429,111,,
2015,147,380,110,1674,110,1619,87,1640,118,1525,190,347,,
2014,56,946,103,1695,111,1636,74,1659,106,1547,282,182,,
2013,76,801,85,1713,72,1680,93,1623,77,1589,215,311,,
2012,111,592,159,1583,163,1527,191,1450,87,1573,273,219,,
2011,201,304,,,,,,,,,296,230,,
2010,490,67,,,,,,,,,,,,
