Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Moscow R32,L vs Alexandrova,14.9%,19.1%,24.3%,13.8%,20.7%,24.0%,25.0%,0.0%,0.0%,20.0%,20.0%,25.0%,16.7%,0.0%,0.0%,38
2017 Roland Garros R128,L vs Halep,12.3%,17.5%,34.8%,10.5%,18.4%,41.2%,72.2%,35.0%,66.7%,20.0%,20.0%,16.7%,100.0%,50.0%,0.0%,63
2016 Tokyo R32,W vs Jang,12.5%,20.8%,60.0%,14.3%,20.0%,56.7%,89.5%,31.3%,0.0%,9.1%,27.3%,70.0%,60.0%,66.7%,100.0%,-30
2014 Bastad SF,L vs Scheepers,15.5%,20.7%,35.4%,18.9%,24.3%,33.3%,11.1%,21.1%,0.0%,10.0%,15.0%,38.9%,20.0%,20.0%,100.0%,-46
2014 Bastad QF,W vs Putintseva,20.6%,28.6%,51.0%,23.5%,33.3%,56.4%,20.0%,34.6%,0.0%,9.1%,9.1%,30.0%,0.0%,25.0%,-,-23
Career (5 matches),,15.4%,21.6%,41.4%,16.8%,24.2%,43.7%,42.7%,26.6%,25.0%,13.9%,18.1%,35.5%,41.9%,29.3%,28.6%,22
