Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,10,2,8,20.0%,3,2,1,66.7%,2012,2020,R64,8,0.86,1.7%,3.6%,70.2%,54.2%,36.9%,49.0%,43.6%,41.1%,45.8%
Roland Garros,7,Clay,10,3,7,30.0%,2,1,1,50.0%,2012,2020,R64,5,0.78,0.6%,3.0%,76.2%,52.7%,30.0%,47.3%,41.2%,38.8%,33.3%
Wimbledon,9,Grass,24,15,9,62.5%,4,3,1,75.0%,2012,2023,R32,17,0.96,1.3%,4.2%,64.2%,60.6%,47.0%,55.7%,42.6%,61.1%,54.7%
US Open,8,Hard,17,9,8,52.9%,2,1,1,50.0%,2012,2023,R64,11,0.97,2.0%,4.3%,62.0%,57.4%,42.2%,51.6%,47.1%,49.1%,46.5%
Fed Cup,6,,10,4,6,40.0%,3,1,2,33.3%,2011,2018,,6,0.91,1.5%,2.2%,65.8%,59.0%,48.2%,55.3%,40.7%,55.8%,50.0%
Prague,5,Clay,7,2,5,28.6%,3,1,2,33.3%,2015,2020,R16,7,0.92,0.9%,4.7%,64.7%,55.9%,43.0%,51.3%,44.7%,45.0%,47.1%
Doha,3,Hard,8,5,3,62.5%,2,2,0,100.0%,2014,2020,R16,8,1.02,1.8%,2.1%,70.7%,58.8%,41.0%,53.6%,47.3%,53.6%,50.0%
Taipei,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2017,2019,QF,4,1.05,2.3%,4.2%,60.4%,64.3%,45.6%,56.9%,45.2%,50.0%,43.6%
Moscow,2,Hard,6,4,2,66.7%,0,0,0,-,2012,2019,R32,6,1.00,1.2%,6.0%,61.6%,58.6%,49.2%,55.0%,45.0%,63.9%,48.3%
New Haven,4,Hard,11,7,4,63.6%,3,3,0,100.0%,2013,2019,R16,11,1.08,1.0%,4.9%,60.5%,66.4%,37.3%,54.9%,48.9%,40.3%,50.0%
Bastad,4,Clay,11,7,4,63.6%,1,0,1,0.0%,2014,2019,SF,11,1.05,1.3%,3.8%,69.4%,58.5%,44.7%,54.3%,48.0%,51.5%,55.7%
