Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Aug-2023,US Open,Hard,Q1,907,181,Elsa Jacquemot [FRA] d. Cepelova,6-2 6-2,0.60,0.0%,2.4%,66.7%,42.9%,28.6%,2/8,0:52
03-Jul-2023,Wimbledon,Grass,Q2,,154,Laura Siegemund [GER] d. Cepelova,6-3 6-4,0.75,3.3%,1.7%,66.7%,67.5%,55.0%,5/7,1:25
03-Jul-2023,Wimbledon,Grass,Q1,,94,Cepelova d. (6) Olga Danilovic [SRB],7-5 7-6(8),1.07,0.0%,5.6%,73.3%,59.1%,45.8%,7/11,1:49
19-Jun-2023,Gaiba 125,Grass,R32,,133,Laura Pigossi [BRA] d. Cepelova,3-6 6-3 6-1,0.86,0.0%,3.3%,72.2%,53.8%,48.0%,3/9,2:03
19-Oct-2020,Ostrava,Hard,Q1,168,55,(3) Cori Gauff [USA] d. (WC) Cepelova,6-1 6-0,0.48,0.0%,2.1%,58.3%,35.7%,45.0%,6/11,0:52
28-Sep-2020,Roland Garros,Clay,Q1,162,167,Jaqueline Cristian [ROU] d. Cepelova,6-2 7-6(4),0.83,0.0%,0.0%,83.3%,48.3%,25.0%,7/14,1:30
07-Sep-2020,W25 Prague,Clay,F,167,191,(3) Cepelova d. (7) Renata Zarazua [MEX],6-4 7-6(4),,,,,,,,
07-Sep-2020,W25 Prague,Clay,SF,167,436,(3) Cepelova d. (LL) Oana Georgeta Simion [ROU],6-1 3-6 6-2,,,,,,,,
07-Sep-2020,W25 Prague,Clay,QF,167,306,(3) Cepelova d. (WC) Jesika Maleckova [CZE],6-2 6-7(3) 6-1,,,,,,,,
07-Sep-2020,W25 Prague,Clay,R16,167,789,(3) Cepelova d. (WC) Miriam Kolodziejova [CZE],6-7(4) 6-2 7-6(2),,,,,,,,
07-Sep-2020,W25 Prague,Clay,R32,167,229,(3) Cepelova d. Gabriela Lee [ROU],6-1 2-6 6-4,,,,,,,,
31-Aug-2020,Prague,Clay,R128,167,212,Chihiro Muramatsu [JPN] d. (14) Cepelova,7-6(5) 1-6 6-2,1.00,1.1%,6.7%,58.9%,50.9%,40.5%,9/17,2:19
02-Mar-2020,Lyon,Hard,Q1,161,321,(WC) Margot Yerolymos [FRA] d. (6) Cepelova,7-6(4) 6-1,0.76,0.0%,1.4%,74.0%,44.4%,47.4%,8/14,1:22
24-Feb-2020,Doha,Hard,Q2,164,66,(5) Jil Teichmann [SUI] d. Cepelova,7-5 6-2,0.76,1.3%,3.8%,70.0%,55.4%,33.3%,8/14,1:29
24-Feb-2020,Doha,Hard,Q1,164,101,Cepelova d. (14) Varvara Gracheva [RUS],6-4 4-6 6-4,1.09,2.8%,2.8%,54.6%,67.8%,38.8%,13/19,2:14
20-Jan-2020,Australian Open,Hard,Q1,162,137,(27) Kurumi Nara [JPN] d. Cepelova,6-4 3-0 RET,0.69,2.6%,2.6%,81.6%,48.4%,14.3%,3/7,0:54
