Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,96,32,64,33.3%,85-139,37.9%,939-1114,45.7%,10-7,58.8%,87,54.5%,35.8%,1.7%,3.8%,65.1%,57.2%,42.6%,52.1%,44.0%,48.0%,0.92
Clay,45,20,25,44.4%,40-58,40.8%,429-509,45.7%,8-6,57.1%,45,52.4%,35.0%,1.0%,3.7%,69.0%,56.7%,42.2%,52.2%,44.2%,48.2%,0.92
Grass,17,7,10,41.2%,19-23,45.2%,198-216,47.8%,2-3,40.0%,17,77.2%,30.9%,1.5%,4.3%,62.9%,60.8%,47.8%,56.0%,41.8%,48.9%,0.95
Grand Slams,26,9,17,34.6%,24-39,38.1%,265-338,43.9%,5-2,71.4%,25,59.0%,32.5%,1.4%,3.9%,66.2%,57.5%,43.3%,52.7%,42.4%,47.5%,0.90
Premiers,26,11,15,42.3%,26-35,42.6%,281-309,47.6%,6-2,75.0%,26,52.8%,33.6%,1.2%,3.0%,71.6%,56.0%,41.7%,51.9%,45.4%,48.7%,0.94
Internationals,88,33,55,37.5%,79-119,39.9%,829-969,46.1%,8-10,44.4%,84,56.7%,35.9%,1.6%,4.1%,63.5%,58.2%,43.2%,52.7%,43.9%,48.3%,0.93
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,-,-,0.0%,1.6%,78.1%,58.0%,14.3%,48.4%,40.0%,44.4%,0.78
Semi-finals,4,1,3,25.0%,3-7,30.0%,45-58,43.7%,1-0,100.0%,4,48.0%,34.8%,1.2%,4.8%,63.2%,56.4%,42.3%,51.2%,42.1%,46.7%,0.86
Quarter-finals,10,4,6,40.0%,8-13,38.1%,81-105,43.5%,1-0,100.0%,10,55.6%,33.3%,1.9%,3.4%,69.3%,56.9%,40.3%,51.8%,42.8%,47.3%,0.89
vs Righties,149,55,94,36.9%,135-208,39.4%,1473-1732,46.0%,19-16,54.3%,141,55.5%,35.8%,1.4%,3.7%,66.2%,57.4%,43.0%,52.5%,43.9%,48.2%,0.93
vs Lefties,9,4,5,44.4%,9-12,42.9%,93-107,46.5%,1-0,100.0%,8,69.4%,21.1%,2.1%,5.1%,62.5%,58.8%,46.5%,54.2%,40.9%,47.6%,0.89
vs Top 10,9,3,6,33.3%,7-13,35.0%,76-105,42.0%,1-0,100.0%,9,88.9%,50.0%,1.6%,2.8%,64.5%,51.8%,45.0%,49.4%,43.5%,46.4%,0.86
