Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,6,1,5,16.7%,3-9,25.0%,43-62,41.0%,0-0,-,6,38.2%,41.5%,0.9%,4.2%,64.4%,51.2%,35.3%,45.5%,46.8%,46.1%,0.86,R16 (Prague)
2018,9,3,6,33.3%,9-13,40.9%,101-113,47.2%,1-2,33.3%,9,59.0%,35.8%,1.7%,3.0%,65.9%,59.3%,45.0%,54.4%,43.9%,49.1%,0.96,R16 (2x)
2017,31,9,22,29.0%,24-46,34.3%,277-346,44.5%,4-4,50.0%,31,57.0%,34.5%,1.6%,4.2%,63.2%,59.5%,41.7%,52.9%,43.2%,48.0%,0.92,SF (Istanbul)
2016,24,9,15,37.5%,23-33,41.1%,255-286,47.1%,2-1,66.7%,24,59.3%,34.8%,1.5%,4.6%,64.8%,59.0%,44.0%,53.7%,42.9%,48.3%,0.93,SF (Japan Open Tokyo)
2015,15,5,10,33.3%,12-23,34.3%,139-182,43.3%,2-2,50.0%,12,51.2%,32.5%,0.6%,3.6%,69.0%,53.3%,46.1%,51.1%,42.2%,46.6%,0.86,QF (Bastad)
2014,39,18,21,46.2%,43-48,47.3%,404-431,48.4%,6-3,66.7%,36,-,-,1.6%,3.3%,68.1%,56.8%,44.8%,53.0%,45.2%,49.1%,0.96,F (Charleston)
2013,22,8,14,36.4%,19-32,37.3%,228-283,44.6%,3-2,60.0%,21,-,-,1.3%,3.7%,65.7%,56.2%,41.7%,51.2%,42.8%,47.0%,0.88,QF (Florianopolis)
2012,10,5,5,50.0%,10-13,43.5%,103-112,47.9%,1-2,33.3%,9,-,-,1.8%,3.6%,65.8%,60.1%,44.7%,54.9%,45.5%,50.2%,1.01,QF (Washington)
2011,2,1,1,50.0%,1-3,25.0%,16-24,40.0%,1-0,100.0%,1,-,-,3.0%,7.6%,86.4%,50.9%,11.1%,45.5%,40.4%,43.2%,0.74,
Career,158,59,99,37.3%,144-220,39.6%,1566-1839,46.0%,20-16,55.6%,149,56.1%,35.1%,1.5%,3.8%,66.0%,57.4%,43.2%,52.6%,43.8%,48.2%,0.92,
