Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1985,,,210,1462,224,1382,164,1460,,,,,,
1984,,,170,1511,186,1424,131,1512,131,1475,,,,
1983,,,122,1604,139,1488,84,1602,98,1531,,,,
1982,,,88,1659,99,1531,51,1663,80,1573,,,,
1981,,,82,1658,74,1549,44,1658,68,1569,,,,
1980,,,63,1680,80,1518,30,1689,52,1603,,,,
1979,,,50,1677,71,1492,23,1696,41,1624,,,,
1978,,,41,1725,49,1575,22,1716,34,1659,,,,
1977,,,34,1767,42,1595,23,1756,36,1644,,,,
1976,,,29,1789,29,1659,18,1766,34,1648,,,,
1975,,,32,1793,37,1634,20,1778,56,1592,,,,
1974,,,60,1657,61,1511,46,1650,72,1515,,,,
1973,,,80,1567,,,61,1600,88,1438,,,,
