Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Grass,19,13,6,68.4%,2,2,0,100.0%,1975,1982,F,0,,,,,,,,,,
Roland Garros,13,Clay,32,19,13,59.4%,6,3,3,50.0%,1973,1985,F,0,,,,,,,,,,
Wimbledon,12,Grass,19,7,12,36.8%,2,0,2,0.0%,1973,1984,R32,0,,,,,,,,,,
US Open,10,Hard,17,7,10,41.2%,1,0,1,0.0%,1975,1985,R16,0,,,,,,,,,,
Fed Cup,4,,14,11,3,78.6%,1,1,0,100.0%,1975,1981,,0,,,,,,,,,,
Rome,8,Clay,22,14,8,63.6%,5,2,3,40.0%,1972,1979,F,0,,,,,,,,,,
Sydney,8,Grass,12,4,8,33.3%,3,0,3,0.0%,1975,1982,R16,0,,,,,,,,,,
Hilton Head,7,Clay,12,5,7,41.7%,2,2,0,100.0%,1977,1983,QF,0,,,,,,,,,,
Berlin,7,Clay,12,5,7,41.7%,1,0,1,0.0%,1979,1986,QF,0,,,,,,,,,,
Hamburg,6,Clay,21,16,5,76.2%,6,2,4,33.3%,1973,1978,W,0,,,,,,,,,,
Kitzbuhel,5,Clay,12,8,4,66.7%,1,0,1,0.0%,1976,1981,W,0,,,,,,,,,,
