Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,54,21,33,38.9%,53-68,43.8%,482-559,46.3%,0-3,0.0%,0,,,,,,,,,,,
Clay,239,144,95,60.3%,292-207,58.5%,2370-2030,53.9%,19-20,48.7%,0,,,,,,,,,,,
Grass,83,41,42,49.4%,86-92,48.3%,803-815,49.6%,5-7,41.7%,0,,,,,,,,,,,
Carpet,69,22,47,31.9%,49-97,33.6%,527-732,41.9%,7-5,58.3%,0,,,,,,,,,,,
Grand Slams,79,42,37,53.2%,88-80,52.4%,760-728,51.1%,5-4,55.6%,0,,,,,,,,,,,
Finals,23,9,14,39.1%,20-32,38.5%,227-259,46.7%,2-2,50.0%,0,,,,,,,,,,,
Semi-finals,31,19,12,61.3%,35-29,54.7%,297-276,51.8%,5-0,100.0%,0,,,,,,,,,,,
Quarter-finals,55,26,29,47.3%,53-55,49.1%,497-499,49.9%,7-11,38.9%,0,,,,,,,,,,,
vs Righties,224,86,138,38.4%,192-288,40.0%,1931-2297,45.7%,16-21,43.2%,0,,,,,,,,,,,
vs Lefties,35,12,23,34.3%,31-45,40.8%,308-369,45.5%,0-2,0.0%,0,,,,,,,,,,,
