Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,1,6,14.3%,3-13,18.8%,61-94,39.4%,1-2,33.3%,6,76.5%,5.9%,8.9%,4.6%,62.6%,69.1%,42.5%,59.2%,31.8%,46.2%,0.78
Clay,11,7,4,63.6%,16-15,51.6%,163-159,50.6%,5-2,71.4%,11,76.3%,23.2%,4.8%,2.4%,64.9%,69.2%,48.8%,62.1%,37.1%,50.2%,0.98
Grass,1,0,1,0.0%,1-3,25.0%,15-23,39.5%,0-0,-,1,73.7%,5.3%,5.5%,7.1%,63.0%,66.3%,46.8%,59.1%,26.2%,44.3%,0.64
Grand Slams,5,2,3,40.0%,7-12,36.8%,85-106,44.5%,4-0,100.0%,5,76.6%,9.7%,5.8%,3.8%,62.3%,70.7%,47.1%,61.8%,31.6%,47.5%,0.83
Other Tours,13,6,7,46.2%,13-17,43.3%,150-158,48.7%,2-4,33.3%,13,75.8%,21.5%,6.2%,3.2%,65.2%,68.0%,46.5%,60.5%,36.7%,49.3%,0.93
Best of 5,5,2,3,40.0%,7-12,36.8%,85-106,44.5%,4-0,100.0%,5,76.6%,9.7%,5.8%,3.8%,62.3%,70.7%,47.1%,61.8%,31.6%,47.5%,0.83
Best of 3,14,6,8,42.9%,13-19,40.6%,154-170,47.5%,2-4,33.3%,13,75.8%,21.5%,6.2%,3.2%,65.2%,68.0%,46.5%,60.5%,36.7%,49.3%,0.93
Quarter-finals,2,0,2,0.0%,0-4,0.0%,18-26,40.9%,0-1,0.0%,2,59.1%,23.8%,3.0%,1.8%,67.9%,63.4%,35.8%,54.5%,34.8%,45.8%,0.77
vs Righties,18,7,11,38.9%,17-29,37.0%,211-249,45.9%,4-4,50.0%,17,75.9%,16.7%,6.1%,3.4%,64.2%,68.5%,46.3%,60.5%,34.2%,48.2%,0.87
vs Lefties,1,1,0,100.0%,3-2,60.0%,28-27,50.9%,2-0,100.0%,1,77.8%,19.2%,5.3%,3.5%,62.9%,73.8%,50.8%,65.3%,39.0%,51.7%,1.12
vs Top 10,2,0,2,0.0%,0-5,0.0%,17-30,36.2%,0-0,-,2,73.9%,0.0%,6.9%,2.5%,64.8%,70.9%,41.1%,60.4%,24.2%,44.0%,0.61
