Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),86,660,188,1587,246,1469,90,1664,133,1531,,,,
2025,80,724,132,1654,185,1529,71,1697,107,1565,,,,
2024,316,158,228,1524,242,1467,197,1503,,,,,,
2023,146,426,111,1669,119,1603,103,1629,151,1494,,,,
2022,149,376,136,1642,232,1463,97,1643,147,1493,,,,
2021,354,126,,,,,,,,,,,,
2020,987,11,,,,,,,,,1984,2,,
2019,1466,2,,,,,,,,,,,,
