Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,11,2,9,18.2%,6-19,24.0%,102-145,41.3%,2-3,40.0%,10,77.0%,8.0%,8.3%,4.0%,61.2%,70.4%,46.0%,60.9%,31.2%,46.7%,0.80
Clay,26,16,10,61.5%,38-33,53.5%,351-351,50.0%,12-3,80.0%,24,73.2%,23.1%,4.0%,2.6%,61.8%,68.3%,47.7%,60.4%,37.1%,49.2%,0.94
Grass,1,0,1,0.0%,1-3,25.0%,15-23,39.5%,0-0,-,1,73.7%,5.3%,5.5%,7.1%,63.0%,66.3%,46.8%,59.1%,26.2%,44.3%,0.64
Grand Slams,7,3,4,42.9%,10-17,37.0%,119-146,44.9%,4-1,80.0%,7,72.5%,15.5%,4.5%,3.2%,61.5%,68.4%,45.8%,59.7%,33.9%,47.5%,0.84
Other Tours,28,13,15,46.4%,31-36,46.3%,320-350,47.8%,9-5,64.3%,28,74.8%,19.9%,5.4%,3.1%,61.8%,68.9%,47.8%,60.8%,35.8%,48.7%,0.91
Best of 5,7,3,4,42.9%,10-17,37.0%,119-146,44.9%,4-1,80.0%,7,72.5%,15.5%,4.5%,3.2%,61.5%,68.4%,45.8%,59.7%,33.9%,47.5%,0.84
Best of 3,31,15,16,48.4%,35-38,47.9%,349-373,48.3%,10-5,66.7%,28,74.8%,19.9%,5.4%,3.1%,61.8%,68.9%,47.8%,60.8%,35.8%,48.7%,0.91
Finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,3.3%,44.3%,51.9%,47.1%,49.2%,31.6%,40.7%,0.62
Semi-finals,1,1,0,100.0%,2-1,66.7%,15-14,51.7%,1-0,100.0%,1,64.3%,35.7%,2.1%,3.2%,54.3%,62.7%,51.2%,57.4%,41.1%,49.2%,0.96
Quarter-finals,4,1,3,25.0%,3-7,30.0%,42-57,42.4%,1-1,50.0%,4,66.7%,18.4%,3.1%,3.1%,65.3%,64.8%,41.8%,56.8%,34.1%,46.2%,0.79
vs Righties,35,16,19,45.7%,39-51,43.3%,412-467,46.9%,11-5,68.8%,32,73.0%,18.6%,4.9%,3.2%,61.8%,68.1%,46.2%,59.7%,35.0%,48.0%,0.87
vs Lefties,3,2,1,66.7%,6-4,60.0%,56-52,51.9%,3-1,75.0%,3,82.7%,19.2%,7.0%,2.4%,61.3%,74.1%,55.9%,67.1%,37.1%,51.4%,1.13
vs Top 10,2,0,2,0.0%,0-5,0.0%,17-30,36.2%,0-0,-,2,73.9%,0.0%,6.9%,2.5%,64.8%,70.9%,41.1%,60.4%,24.2%,44.0%,0.61
