Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Madrid R64,L vs Osaka,3.7,3.8,3.6,40.3%,57.1%,11.1%,50.0%,56.5%,23.8%,3.5,3.5,-3.0,-4.9
2021 Charleston R32,L vs Hibino,4.6,4.6,4.6,51.6%,47.7%,48.1%,48.0%,65.3%,14.7%,16.0,4.7,0.0,0.0
2021 Doha R16,L vs Svitolina,4.1,4.2,3.9,29.4%,42.3%,61.5%,25.0%,66.9%,14.0%,0.0,0.0,-3.0,-7.5
2020 Indian Wells 125K F,L vs Begu,5.0,5.3,4.8,47.4%,45.8%,23.1%,52.2%,64.9%,5.5%,3.0,1.9,-6.5,-7.7
2019 Linz R32,L vs Bertens,5.2,6.0,4.1,51.5%,39.4%,27.8%,44.0%,60.2%,17.3%,7.0,3.9,-11.0,-10.8
2019 Hiroshima F,L vs Hibino,3.9,4.0,3.8,44.1%,38.7%,14.3%,22.2%,63.5%,12.3%,-3.0,-3.0,-8.5,-15.2
2019 Hiroshima SF,W vs Kudermetova,3.1,2.9,3.4,56.3%,48.0%,41.7%,100.0%,57.0%,16.9%,7.0,8.5,1.5,2.8
2019 Miami R128,W vs Wang,3.4,3.7,3.1,51.0%,58.8%,53.8%,40.0%,64.2%,12.8%,3.0,2.3,-4.5,-7.0
2017 Rome R64,L vs Bellis,3.3,3.2,3.3,48.5%,45.7%,46.2%,60.0%,57.6%,13.1%,-1.0,-0.9,9.5,13.4
2016 Tokyo R32,L vs Osaka,3.5,3.8,3.3,46.8%,52.9%,41.2%,50.0%,67.1%,33.3%,5.0,4.7,0.0,0.0
2016 Birmingham R32,L vs Konta,2.6,2.9,2.3,47.9%,31.6%,0.0%,50.0%,57.6%,22.0%,-5.5,-9.2,-0.5,-1.4
2016 Madrid R64,L vs Halep,4.4,5.1,3.5,37.2%,33.3%,62.5%,18.2%,55.4%,14.9%,2.5,2.8,-2.5,-4.0
2016 Miami R128,L vs Mchale,4.2,4.3,4.0,45.8%,36.1%,44.8%,53.3%,59.3%,15.3%,6.0,3.4,-6.0,-5.8
2016 Indian Wells R128,L vs Brengle,4.6,4.8,4.4,40.3%,30.6%,47.4%,57.1%,54.2%,6.1%,-0.5,-0.3,-16.0,-12.9
2016 Kaohsiung F,L vs Williams,3.4,3.7,3.0,46.3%,33.3%,41.7%,75.0%,51.9%,14.3%,3.5,3.9,-11.5,-14.7
2016 Kaohsiung SF,W vs Hsieh,2.9,3.0,2.8,67.7%,66.7%,55.6%,0.0%,57.0%,21.7%,8.5,15.7,12.0,33.3
2016 Australian Open R128,L vs Kerber,4.9,5.1,4.7,45.5%,42.4%,61.4%,50.0%,74.1%,20.6%,18.0,4.7,-9.5,-8.9
2015 Luxembourg F,W vs Barthel,4.1,4.5,3.6,49.5%,62.9%,45.5%,82.4%,62.5%,28.6%,34.0,19.4,-9.0,-11.8
2015 Luxembourg QF,W vs Jankovic,5.1,5.4,4.9,46.3%,67.6%,40.9%,60.0%,60.7%,16.4%,18.0,9.6,5.5,5.3
2015 Wimbledon R128,L vs Svitolina,4.1,4.2,4.0,42.0%,51.0%,54.5%,50.0%,74.8%,16.4%,7.5,3.7,-1.0,-1.6
Career (21 matches),,4.1,4.3,3.9,47.3%,45.7%,47.0%,50.4%,63.2%,17.0%,6.0,4.0,-3.3,-4.3
