Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W100 Vancouver R32,L vs Hon,40% (4/10),50% (2/4),1/3,44% (4/9),0% (0/4),1/2,0/0,0/1,0/0,0/0
2019 Bastad R16,W vs Rybakina,40% (6/15),100% (6/6),2/5,60% (9/15),44% (4/9),3/4,0/0,1/1,0/0,0/0
2019 Wimbledon Q2,L vs Rodionova,9% (1/11),0% (0/1),0/3,30% (3/10),0% (0/3),0/0,0/0,2/2,0/0,1/1
2019 W100 Manchester R32,W vs Georges,44% (4/9),100% (4/4),1/1,44% (4/9),75% (3/4),1/2,0/1,0/0,0/0,0/0
2019 W100 Trnava R32,L vs Allertova,42% (5/12),80% (4/5),3/4,50% (6/12),17% (1/6),3/4,0/0,1/2,0/0,1/2
2019 Madrid Q1,L vs Pegula,50% (6/12),83% (5/6),2/4,75% (9/12),33% (3/9),3/4,0/1,0/2,0/0,0/1
2019 Fed Cup RR,W vs Hogenkamp,56% (5/9),60% (3/5),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2019 Fed Cup RR,W vs Schoofs,88% (7/8),71% (5/7),1/2,44% (4/9),50% (2/4),3/5,2/2,0/0,1/1,0/0
2019 Monterrey R32,L vs Rybarikova,47% (7/15),57% (4/7),0/2,27% (4/15),25% (1/4),2/3,0/0,1/2,0/0,1/2
2019 Miami R64,L vs Hercog,45% (5/11),60% (3/5),1/3,55% (6/11),33% (2/6),1/2,0/0,0/1,0/0,0/1
2019 Miami R128,W vs Wang,50% (6/12),83% (5/6),1/3,50% (6/12),33% (2/6),2/3,0/0,0/1,0/0,0/0
2019 Miami Q2,W vs Minella,40% (6/15),100% (6/6),2/5,44% (7/16),14% (1/7),3/6,2/2,1/2,1/1,1/1
2019 Miami Q1,W vs Potapova,50% (8/16),75% (6/8),3/7,53% (9/17),11% (1/9),4/6,0/2,2/3,0/0,2/2
2019 Indian Wells R64,L vs Pliskova,23% (3/13),67% (2/3),1/6,54% (7/13),0% (0/7),1/2,0/0,1/2,0/0,0/1
2019 Indian Wells R128,W vs Jabeur,56% (5/9),100% (5/5),1/2,44% (4/9),50% (2/4),3/4,1/1,0/0,0/0,0/0
2019 Indian Wells Q2,W vs Wickmayer,58% (7/12),71% (5/7),1/4,50% (6/12),33% (2/6),3/5,1/3,0/0,1/2,0/0
2019 Indian Wells Q1,W vs Di Lorenzo,78% (7/9),71% (5/7),3/3,30% (3/10),0% (0/3),3/5,2/2,0/0,1/1,0/0
2019 Acapulco R32,L vs Vekic,0% (0/7),- (0/0),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2019 Dubai Q2,L vs Frech,46% (6/13),33% (2/6),0/4,54% (7/13),29% (2/7),1/1,0/0,1/2,0/0,1/1
2019 Dubai Q1,W vs Han,75% (9/12),89% (8/9),2/5,46% (6/13),0% (0/6),5/7,1/1,0/1,1/1,0/0
2019 (24 matches),,44.0%,74.6%,31.9%,49.5%,25.0%,63.6%,64.7%,48.1%,85.7%,53.3%
2018 (24 matches),,45.8%,79.8%,30.9%,49.6%,22.2%,61.8%,40.0%,55.2%,28.6%,33.3%
2017 (30 matches),,40.9%,76.1%,32.5%,50.6%,20.2%,59.4%,63.2%,65.1%,60.0%,55.6%
2016 (51 matches),,42.1%,70.7%,23.6%,47.4%,26.9%,70.6%,68.6%,54.5%,75.0%,40.9%
2015 (31 matches),,47.9%,78.2%,33.7%,44.8%,26.7%,72.6%,77.8%,65.6%,61.5%,60.0%
Career (234 matches),,45.2%,73.4%,30.8%,48.3%,24.2%,67.1%,68.5%,61.1%,70.8%,52.5%
