Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Madrid R64,L vs Osaka,65.4%,50.0%,11.5%,4/2,2.34,1.6%,50.0%,33.3%,4.2%,2.30,2.9%,81.5%,59.1%,18.5%,2.38,0.0%
2021 Charleston R32,L vs Hibino,75.6%,52.9%,6.7%,3/6,2.32,7.5%,79.3%,55.1%,5.7%,2.40,10.8%,86.8%,48.5%,10.5%,2.20,2.4%
2021 Doha R16,L vs Svitolina,78.0%,37.5%,14.6%,5/1,2.04,4.8%,76.9%,45.0%,3.8%,1.78,6.7%,80.0%,25.0%,33.3%,2.68,0.0%
2020 Indian Wells 125K F,L vs Begu,71.4%,47.5%,3.6%,2/0,2.62,2.0%,70.6%,50.0%,2.9%,2.37,3.4%,100.0%,43.8%,6.3%,2.97,0.0%
2019 Linz R32,L vs Bertens,64.5%,40.0%,1.6%,0/1,2.70,5.7%,63.2%,37.5%,2.6%,2.68,9.1%,80.0%,43.8%,0.0%,2.73,0.0%
2019 Hiroshima F,L vs Hibino,68.9%,54.8%,4.4%,2/0,2.73,0.0%,62.5%,55.0%,0.0%,2.66,0.0%,91.7%,54.5%,16.7%,2.84,0.0%
2019 Hiroshima SF,W vs Kudermetova,63.6%,57.1%,9.1%,3/2,2.84,0.0%,53.3%,43.8%,6.7%,2.72,0.0%,86.4%,68.4%,13.6%,2.98,0.0%
2019 Miami R128,W vs Wang,65.8%,54.0%,6.6%,2/3,2.43,2.0%,70.0%,46.4%,5.0%,2.27,3.8%,75.9%,63.6%,10.3%,2.61,0.0%
2017 Rome R64,L vs Bellis,69.9%,51.7%,7.2%,3/3,2.52,4.3%,72.9%,51.4%,8.3%,2.34,7.7%,92.0%,52.2%,8.0%,2.75,0.0%
2016 Tokyo R32,L vs Osaka,65.6%,40.0%,4.9%,2/1,2.35,7.9%,50.0%,28.6%,3.6%,2.46,14.3%,83.9%,46.2%,6.5%,2.22,0.0%
2016 Birmingham R32,L vs Konta,57.8%,43.2%,1.6%,1/0,2.81,15.8%,60.5%,46.2%,0.0%,3.06,23.1%,61.1%,36.4%,5.6%,2.23,0.0%
2016 Madrid R64,L vs Halep,60.5%,52.2%,5.3%,2/0,2.68,2.4%,48.0%,33.3%,0.0%,2.58,3.8%,84.6%,72.7%,15.4%,2.85,0.0%
2016 Miami R128,L vs Mchale,61.6%,35.8%,1.2%,1/0,2.48,7.7%,50.0%,28.0%,2.0%,2.50,14.7%,82.4%,42.9%,0.0%,2.46,0.0%
2016 Indian Wells R128,L vs Brengle,72.2%,36.5%,2.8%,0/2,2.24,10.5%,70.7%,34.5%,4.9%,2.10,15.2%,85.2%,39.1%,0.0%,2.44,4.2%
2016 Kaohsiung F,L vs Williams,58.5%,47.4%,3.1%,0/2,2.24,5.7%,67.6%,47.8%,2.9%,2.10,10.0%,68.2%,46.7%,4.5%,2.43,0.0%
2016 Kaohsiung SF,W vs Hsieh,70.0%,74.3%,2.0%,1/0,2.88,8.0%,70.8%,52.9%,4.2%,3.07,10.5%,81.8%,94.4%,0.0%,2.28,0.0%
2016 Australian Open R128,L vs Kerber,75.2%,45.6%,4.8%,5/0,2.26,1.7%,67.2%,43.9%,0.0%,2.19,2.9%,92.7%,47.4%,12.2%,2.37,0.0%
2015 Luxembourg F,W vs Barthel,70.3%,43.8%,6.6%,3/3,2.43,6.6%,73.0%,39.1%,3.2%,2.26,11.1%,81.8%,55.6%,18.2%,2.67,0.0%
2015 Luxembourg QF,W vs Jankovic,73.7%,57.1%,0.0%,0/0,2.52,20.7%,71.4%,52.5%,0.0%,2.49,28.6%,94.1%,68.8%,0.0%,2.58,0.0%
2015 Wimbledon R128,L vs Svitolina,68.8%,56.6%,5.2%,1/3,2.06,22.1%,70.2%,57.6%,4.3%,2.06,34.9%,76.9%,55.0%,7.7%,2.04,0.0%
Career (21 matches),,68.9%,48.6%,5.0%,58.1%,2.43,7.0%,67.2%,46.0%,3.4%,2.38,11.2%,83.0%,52.2%,8.6%,2.51,0.4%
