Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R128,L vs Strycova,86.1,92.0,7.1,95.0,84.5,100,76,73.4,2.7,67.0,,77,67
2017 Roland Garros R128,L vs Errani,88.1,95.3,4.4,,,101,80,77.2,2.9,,,82,72
2017 Australian Open R128,L vs Parmentier,86.7,91.9,5.6,94.6,84.7,100,79,76.1,3.4,76.8,,81,69
2016 US Open R128,L vs Witthoeft,89.3,95.3,6.6,,,104,82,81.4,2.9,,,86,75
2016 Wimbledon R16,L vs Kerber,92.5,96.1,5.0,98.1,91.3,102,81,81.2,2.3,80.0,86.0,86,77
2016 Australian Open R128,L vs Kerber,89.9,95.2,6.3,,,105,82,80.7,3.0,,,87,75
2015 US Open R64,L vs Bencic,91.0,97.6,6.0,,,105,81,82.7,3.2,,,91,75
2015 Roland Garros R64,L vs Ivanovic,92.9,97.3,4.6,,,103,86,82.5,3.3,,,90,74
2015 Roland Garros R128,W vs Cetkovska,89.5,97.1,5.2,,,105,87,81.2,3.5,,,88,70
2014 US Open R128,L vs Azarenka,90.3,95.7,6.1,,,105,80,80.6,5.7,,,99,63
2014 Wimbledon R64,L vs Makarova,93.1,97.2,4.6,,,103,85,84.8,4.3,,,94,74
2014 Roland Garros R128,L vs Petkovic,88.2,93.1,6.9,,,102,80,81.4,2.4,,,85,75
2014 Australian Open R128,L vs Jankovic,88.1,,,,,103,,,,,,,70
2013 US Open R128,L vs Kvitova,86.7,,,,,102,,,,,,,68
2013 Roland Garros R128,L vs Keys,89.6,,,,,102,,,,,,,72
2013 Australian Open R64,L vs Sharapova,87.5,,,,,99,,,,,,,74
2013 Australian Open R128,W vs Martic,87.4,,,,,99,,,,,,,74
Career (17 matches),,89.8,95.7,5.6,95.6,86.8,105,76,80.9,3.5,76.8,86.0,99,63
