Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Madrid R64,L vs Osaka,0.0%,-,5.4%,71.4%,14.1%,12.5%,0.0%,5.1%,0.0%,0.5%,0.0%,21,-3
2021 Charleston R32,L vs Hibino,0.0%,-,4.5%,50.0%,13.3%,21.2%,8.8%,5.4%,0.0%,0.4%,50.0%,7,-10
2021 Doha R16,L vs Svitolina,0.0%,-,12.8%,58.3%,13.7%,20.8%,16.7%,3.8%,50.0%,0.7%,0.0%,-34,-12
2020 Indian Wells 125K F,L vs Begu,0.0%,-,6.0%,57.1%,7.7%,12.2%,6.7%,3.3%,11.1%,0.4%,0.0%,1,-11
2019 Linz R32,L vs Bertens,0.0%,-,11.3%,68.8%,8.4%,11.5%,3.8%,3.6%,0.0%,0.6%,50.0%,10,-33
2019 Hiroshima F,L vs Hibino,0.0%,-,4.7%,60.0%,14.4%,20.0%,7.7%,2.3%,14.3%,0.0%,-,179,103
2019 Hiroshima SF,W vs Kudermetova,0.0%,-,3.1%,75.0%,15.5%,26.3%,0.0%,2.9%,33.3%,0.7%,100.0%,25,70
2019 Miami R128,W vs Wang,0.0%,-,2.6%,75.0%,9.7%,11.5%,6.7%,3.4%,0.0%,0.0%,-,-29,19
2017 Rome R64,L vs Bellis,0.0%,-,1.9%,100.0%,16.0%,16.0%,0.0%,16.1%,33.3%,0.0%,-,77,49
2016 Tokyo R32,L vs Osaka,0.0%,-,4.2%,80.0%,14.1%,14.3%,0.0%,10.5%,16.7%,0.0%,-,-17,-34
2016 Birmingham R32,L vs Konta,0.0%,-,3.3%,25.0%,14.6%,25.0%,16.7%,10.0%,50.0%,0.0%,-,117,82
2016 Madrid R64,L vs Halep,0.0%,-,3.4%,100.0%,15.5%,36.4%,0.0%,0.0%,0.0%,0.0%,-,35,-11
2016 Miami R128,L vs Mchale,1.1%,0.0%,5.7%,40.0%,9.5%,10.0%,0.0%,9.5%,37.5%,0.3%,0.0%,8,-3
2016 Indian Wells R128,L vs Brengle,0.0%,-,9.6%,76.9%,17.4%,26.8%,20.0%,3.4%,33.3%,0.0%,-,174,117
2016 Kaohsiung F,L vs Williams,0.0%,-,4.5%,50.0%,20.0%,22.7%,50.0%,3.7%,0.0%,0.0%,-,120,93
2016 Kaohsiung SF,W vs Hsieh,0.0%,-,3.2%,66.7%,21.1%,33.3%,0.0%,35.3%,0.0%,0.0%,-,94,113
2016 Australian Open R128,L vs Kerber,0.0%,-,6.9%,82.4%,14.4%,20.5%,22.2%,3.1%,42.9%,0.0%,-,71,30
2015 Luxembourg F,W vs Barthel,0.0%,-,8.9%,81.3%,18.9%,29.3%,17.6%,5.9%,14.3%,0.7%,0.0%,-4,-5
2015 Luxembourg QF,W vs Jankovic,0.0%,-,6.2%,77.8%,15.9%,27.8%,0.0%,6.3%,28.6%,0.0%,-,-11,-39
2015 Wimbledon R128,L vs Svitolina,0.0%,-,9.9%,68.8%,12.5%,19.7%,9.5%,15.0%,20.0%,0.3%,0.0%,100,78
Career (21 matches),,0.1%,0.0%,6.0%,69.7%,13.7%,20.0%,8.1%,5.8%,14.7%,0.3%,28.6%,46,26
