Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
25-Sep-2023,Tokyo,Hard,R16,331,6,(4) Maria Sakkari [GRE] d. (Q) Doi,6-3 6-1,0.41,2.0%,0.0%,72.5%,56.8%,28.6%,2/6,1:05
25-Sep-2023,Tokyo,Hard,R32,331,49,(Q) Doi d. Petra Martic [CRO],7-5 6-2,2.02,2.0%,0.0%,68.0%,82.4%,68.8%,3/4,1:29
25-Sep-2023,Tokyo,Hard,Q2,331,75,(7) Doi d. (1) Ashlyn Krueger [USA],W/O,,,,,,,,
25-Sep-2023,Tokyo,Hard,Q1,331,969,(7) Doi d. (WC) Rinko Matsuda [JPN],6-3 6-0,2.35,4.5%,2.3%,61.4%,85.2%,58.8%,2/3,1:08
11-Sep-2023,Osaka,Hard,R32,329,191,(Q) Arianne Hartono [NED] d. (WC) Doi,6-2 3-6 6-3,0.90,4.3%,5.4%,64.5%,55.0%,51.5%,8/13,2:20
12-Jun-2023,W60 Ricany,Clay,F,315,226,(8) Elvina Kalieva [USA] d. (11) Doi,7-6(2) 6-0,,,,,,,,
12-Jun-2023,W60 Ricany,Clay,SF,315,384,(11) Doi d. Gabriela Lee [ROU],7-5 7-5,,,,,,,,
12-Jun-2023,W60 Ricany,Clay,QF,315,392,(11) Doi d. Aneta Kladivova [CZE],6-2 6-4,,,,,,,,
12-Jun-2023,W60 Ricany,Clay,R16,315,469,(11) Doi d. Mara Guth [GER],6-3 6-2,,,,,,,,
12-Jun-2023,W60 Ricany,Clay,R32,315,387,(11) Doi d. Luisa Meyer Auf Der Heide [GER],6-3 6-3,,,,,,,,
05-Jun-2023,W60 Caserta,Clay,R32,309,74,(1) Kaia Kanepi [EST] d. Doi,6-0 6-3,,,,,,,,
29-May-2023,W40 Otocec,Clay,R16,309,186,(3) Irina Bara [ROU] d. (16) Doi,6-4 6-3,,,,,,,,
29-May-2023,W40 Otocec,Clay,R32,309,544,(16) Doi d. Ziva Falkner [SLO],6-3 6-3,,,,,,,,
22-May-2023,W40 Otocec,Clay,R16,305,238,(2) Rebecca Sramkova [SVK] d. (15) Doi,6-2 6-3,,,,,,,,
22-May-2023,W40 Otocec,Clay,R32,305,751,(15) Doi d. (Q) Denise Hrdinkova [CZE],6-2 7-5,,,,,,,,
20-Mar-2023,W60 Canberra,Clay,R16,317,240,(7) Himeno Sakatsume [JPN] d. Doi,4-6 6-3 7-5,,,,,,,,
20-Mar-2023,W60 Canberra,Clay,R32,317,722,Doi d. (Q) Monique Barry [NZL],6-4 6-1,,,,,,,,
13-Mar-2023,W60 Canberra,Clay,R16,308,243,(4) Dalila Jakupovic [SLO] d. Doi,6-3 6-2,,,,,,,,
13-Mar-2023,W60 Canberra,Clay,R32,308,430,Doi d. Nagi Hanatani [JPN],6-3 6-3,,,,,,,,
06-Mar-2023,W40 Bengaluru,Hard,R32,308,432,Mananchaya Sawangkaew [THA] d. Doi,6-3 6-3,,,,,,,,
