Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 Madrid R64,L vs Osaka,18.2%,24.7%,40.3%,23.9%,32.6%,51.4%,17.4%,30.4%,25.0%,10.0%,13.3%,25.9%,90.9%,21.1%,25.0%,-65
2021 Charleston R32,L vs Hibino,16.8%,22.9%,43.4%,13.3%,22.7%,47.7%,8.1%,36.8%,44.4%,22.6%,24.5%,36.6%,14.3%,20.0%,16.7%,-39
2021 Doha R16,L vs Svitolina,11.3%,15.1%,40.5%,14.3%,20.0%,43.3%,11.1%,17.6%,0.0%,7.7%,7.7%,33.3%,0.0%,0.0%,0.0%,-55
2020 Indian Wells 125K F,L vs Begu,14.8%,16.4%,38.0%,21.6%,21.6%,41.4%,37.5%,57.1%,40.0%,4.5%,9.1%,33.3%,0.0%,12.5%,0.0%,-71
2019 Linz R32,L vs Bertens,12.5%,17.5%,47.1%,8.3%,14.6%,47.7%,28.0%,52.2%,66.7%,18.8%,21.9%,46.2%,8.3%,40.0%,100.0%,-104
2019 Hiroshima F,L vs Hibino,16.4%,24.6%,25.5%,15.8%,23.7%,28.1%,18.8%,40.9%,60.0%,17.4%,26.1%,21.1%,36.4%,33.3%,66.7%,-104
2019 Hiroshima SF,W vs Kudermetova,37.0%,42.5%,45.5%,44.4%,53.3%,48.0%,26.3%,38.5%,50.0%,26.9%,26.9%,42.1%,50.0%,25.0%,0.0%,-18
2019 Miami R128,W vs Wang,31.6%,36.7%,44.9%,40.9%,47.7%,53.8%,9.5%,43.5%,40.0%,23.3%,26.7%,34.8%,0.0%,43.8%,75.0%,68
2017 Rome R64,L vs Bellis,25.4%,31.0%,37.0%,31.6%,39.5%,38.5%,31.6%,31.6%,66.7%,23.1%,26.9%,35.0%,0.0%,64.7%,-,-18
2016 Tokyo R32,L vs Osaka,24.1%,34.5%,52.6%,27.6%,44.8%,52.4%,15.4%,50.0%,33.3%,26.1%,30.4%,52.9%,8.3%,45.5%,0.0%,-7
2016 Birmingham R32,L vs Konta,31.0%,43.1%,41.0%,37.2%,48.8%,40.7%,40.9%,38.1%,66.7%,14.3%,28.6%,41.7%,0.0%,0.0%,0.0%,-23
2016 Madrid R64,L vs Halep,13.7%,19.6%,31.0%,10.3%,20.7%,38.5%,38.9%,54.5%,50.0%,20.0%,20.0%,18.8%,0.0%,30.8%,0.0%,6
2016 Miami R128,L vs Mchale,24.4%,32.2%,53.0%,31.4%,41.2%,54.3%,5.0%,51.6%,75.0%,16.2%,21.6%,51.6%,10.0%,70.6%,100.0%,-42
2016 Indian Wells R128,L vs Brengle,9.4%,25.0%,45.6%,10.8%,32.4%,54.5%,31.3%,33.3%,75.0%,7.7%,15.4%,33.3%,0.0%,0.0%,-,-59
2016 Kaohsiung F,L vs Williams,14.9%,25.4%,37.7%,23.1%,35.9%,40.0%,33.3%,50.0%,60.0%,4.2%,12.5%,34.8%,7.1%,30.0%,33.3%,-77
2016 Kaohsiung SF,W vs Hsieh,41.9%,46.5%,52.0%,38.7%,45.2%,47.4%,30.8%,55.6%,0.0%,50.0%,50.0%,66.7%,12.5%,25.0%,-,-104
2016 Australian Open R128,L vs Kerber,12.8%,24.1%,50.4%,15.9%,33.0%,56.8%,13.9%,53.8%,37.5%,7.8%,9.8%,40.4%,8.0%,7.7%,0.0%,-58
2015 Luxembourg F,W vs Barthel,28.4%,34.1%,63.9%,34.5%,43.6%,69.4%,45.0%,42.9%,25.0%,19.4%,19.4%,56.0%,0.0%,5.6%,-,-31
2015 Luxembourg QF,W vs Jankovic,12.9%,25.7%,55.9%,10.4%,29.2%,55.8%,9.1%,46.2%,75.0%,20.0%,20.0%,56.3%,40.0%,10.0%,-,6
2015 Wimbledon R128,L vs Svitolina,12.9%,21.2%,45.6%,14.0%,26.0%,44.2%,19.0%,37.9%,42.9%,13.8%,17.2%,48.0%,6.3%,7.7%,0.0%,13
Career (21 matches),,19.8%,27.5%,45.0%,22.3%,32.9%,48.4%,22.2%,44.2%,47.5%,17.6%,21.2%,39.7%,13.4%,28.3%,37.0%,-10
