Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,11,5,6,45.5%,9-13,40.9%,79-110,41.8%,1-0,100.0%,2,-,-,0.0%,11.3%,62.9%,61.5%,43.5%,54.8%,51.4%,52.9%,1.14
Clay,44,21,23,47.7%,50-51,49.5%,459-487,48.5%,7-3,70.0%,31,56.3%,31.3%,0.9%,6.0%,67.1%,58.6%,40.0%,52.5%,45.9%,49.2%,0.97
Grass,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,
Grand Slams,3,0,3,0.0%,1-6,14.3%,19-40,32.2%,0-0,-,0,,,,,,,,,,,
Premiers,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,4.4%,4.4%,70.6%,47.9%,35.0%,44.1%,32.7%,39.2%,0.59
Internationals,51,26,25,51.0%,58-56,50.9%,517-545,48.7%,8-3,72.7%,32,56.3%,31.3%,0.8%,6.2%,66.9%,59.0%,40.3%,52.8%,46.4%,49.6%,0.98
Semi-finals,2,0,2,0.0%,1-4,20.0%,12-29,29.3%,0-0,-,0,,,,,,,,,,,
Quarter-finals,7,2,5,28.6%,5-11,31.3%,65-90,41.9%,1-0,100.0%,5,-,-,0.3%,5.8%,60.8%,47.9%,41.2%,45.2%,40.8%,43.2%,0.74
vs Righties,50,22,28,44.0%,50-61,45.0%,469-553,45.9%,7-3,70.0%,28,56.3%,31.3%,0.8%,6.3%,66.5%,57.8%,40.1%,51.9%,45.7%,48.8%,0.95
vs Lefties,4,2,2,50.0%,5-4,55.6%,44-42,51.2%,1-0,100.0%,3,-,-,1.6%,4.4%,72.1%,61.4%,39.2%,55.2%,45.5%,50.4%,1.01
vs Top 10,3,0,3,0.0%,0-6,0.0%,11-36,23.4%,0-0,-,1,-,-,0.0%,8.2%,61.2%,56.7%,26.3%,44.9%,39.3%,41.8%,0.71
