Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,10,5,5,50.0%,8-8,50.0%,68-72,48.6%,0-0,-,0,,,,,,,,,,,,SF (W15 Melilla)
2018,35,20,15,57.1%,44-35,55.7%,387-344,52.9%,4-5,44.4%,1,0.0%,14.3%,0.0%,8.1%,67.6%,32.0%,16.7%,27.0%,34.1%,30.9%,0.47,W (Barcelona $25K)
2017,40,28,12,70.0%,62-31,66.7%,487-355,57.8%,3-2,60.0%,0,,,,,,,,,,,,W (Hammamet $15K)
2016,8,4,4,50.0%,7-8,46.7%,65-72,47.4%,0-0,-,0,,,,,,,,,,,,SF (Monzon $10K)
2015,51,36,15,70.6%,77-35,68.8%,590-414,58.8%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
2014,5,1,4,20.0%,2-9,18.2%,41-63,39.4%,1-1,50.0%,0,,,,,,,,,,,,R16 (Osprey FL 50K)
2013,17,10,7,58.8%,21-12,63.6%,176-139,55.9%,4-3,57.1%,0,,,,,,,,,,,,F (Osprey FL 50K)
2012,30,22,8,73.3%,47-22,68.1%,346-267,56.4%,4-3,57.1%,0,,,,,,,,,,,,F (4x)
2011,36,19,17,52.8%,44-39,53.0%,394-377,51.1%,4-5,44.4%,0,,,,,,,,,,,,W (Madrid 10K)
2010,37,22,15,59.5%,49-34,59.0%,415-342,54.8%,3-3,50.0%,0,,,,,,,,,,,,W (Mollerusa 10K)
2009,44,25,19,56.8%,55-48,53.4%,483-465,50.9%,3-2,60.0%,0,,,,,,,,,,,,F (2x)
2008,61,40,21,65.6%,83-49,62.9%,667-527,55.9%,5-5,50.0%,0,,,,,,,,,,,,W (2x)
2007,38,16,22,42.1%,36-50,41.9%,395-417,48.6%,3-10,23.1%,0,,,,,,,,,,,,QF (4x)
2006,37,28,9,75.7%,55-25,68.8%,424-321,56.9%,6-2,75.0%,0,,,,,,,,,,,,W (3x)
2005,32,19,13,59.4%,38-30,55.9%,323-303,51.6%,5-3,62.5%,0,,,,,,,,,,,,W (Llerona 10K)
2004,24,13,11,54.2%,29-26,52.7%,260-247,51.3%,2-4,33.3%,0,,,,,,,,,,,,F (Pontevedra 10K)
2003,6,3,3,50.0%,6-6,50.0%,55-53,50.9%,0-0,-,0,,,,,,,,,,,,QF (Tortosa 10K)
2002,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (Seville 10K)
Career,512,311,201,60.7%,663-469,58.6%,5577-4790,53.8%,49-50,49.5%,1,0.0%,14.3%,0.0%,8.1%,67.6%,32.0%,16.7%,27.0%,34.1%,30.9%,0.47,
