Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2014 Hobart SF,L vs Muguruza,3.6,3.8,3.4,24.4%,19.0%,50.0%,20.0%,59.0%,14.6%,-10.0,-17.9,-2.5,-7.4
Career (1 matches),,3.6,3.8,3.4,24.4%,19.0%,50.0%,20.0%,59.0%,14.6%,-10.0,-17.9,-2.5,-7.4
