Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2009,2013,Q3,3,1.05,1.5%,4.4%,66.8%,63.5%,41.2%,56.1%,46.0%,36.8%,50.0%
Roland Garros,4,Clay,4,0,4,0.0%,2,0,2,0.0%,2009,2014,R128,1,0.70,5.8%,2.3%,68.6%,67.8%,33.3%,57.0%,30.2%,77.8%,0.0%
Wimbledon,4,Grass,7,3,4,42.9%,1,1,0,100.0%,2009,2013,R128,0,,,,,,,,,,
US Open,5,Hard,5,0,5,0.0%,2,0,2,0.0%,2008,2013,R128,1,0.97,0.0%,6.7%,72.2%,53.8%,44.0%,51.1%,47.4%,36.4%,42.9%
Barcelona,5,Clay,13,7,6,53.8%,4,0,4,0.0%,2007,2012,QF,10,0.98,0.3%,5.4%,65.2%,53.0%,39.3%,48.3%,50.6%,44.7%,54.7%
Bogota,5,Clay,12,7,5,58.3%,0,0,0,-,2007,2013,R32,3,0.94,0.4%,11.9%,58.9%,62.3%,33.3%,50.4%,46.6%,54.3%,50.0%
Acapulco,5,Clay,12,6,6,50.0%,2,2,0,100.0%,2007,2013,QF,7,1.07,0.6%,5.5%,65.5%,58.2%,45.1%,53.7%,49.4%,50.0%,50.0%
Palermo,3,Clay,12,9,3,75.0%,2,2,0,100.0%,2006,2013,SF,6,1.29,1.3%,3.8%,70.8%,61.6%,47.0%,57.4%,54.8%,50.0%,58.6%
Marbella,3,Clay,5,2,3,40.0%,2,1,1,50.0%,2009,2011,R16,5,0.94,0.6%,5.7%,65.8%,57.2%,40.3%,51.4%,45.4%,57.4%,41.9%
Budapest,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2006,2011,QF,6,1.16,0.3%,3.3%,73.5%,58.3%,46.2%,55.1%,52.2%,67.2%,60.0%
