Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,1-0,100.0%,1,56.3%,31.3%,3.1%,4.1%,74.2%,61.1%,52.0%,58.8%,37.6%,48.4%,0.91,R32 (Rio de Janeiro)
2014,9,4,5,44.4%,8-12,40.0%,73-106,40.8%,2-0,100.0%,0,,,,,,,,,,,,SF (Hobart)
2013,19,8,11,42.1%,20-24,45.5%,196-213,47.9%,1-2,33.3%,7,-,-,2.2%,7.1%,67.6%,60.1%,40.6%,53.8%,44.1%,49.2%,0.95,SF (Palermo)
2012,14,8,6,57.1%,18-13,58.1%,143-140,50.5%,2-0,100.0%,13,-,-,0.2%,5.5%,66.4%,57.6%,40.2%,51.7%,48.0%,49.9%,1.00,QF (3x)
2011,8,5,3,62.5%,10-6,62.5%,79-69,53.4%,1-0,100.0%,8,-,-,0.0%,6.3%,63.4%,60.8%,39.6%,53.0%,48.4%,50.7%,1.03,QF (2x)
2010,2,1,1,50.0%,2-3,40.0%,20-26,43.5%,1-0,100.0%,2,-,-,0.6%,4.4%,70.0%,58.0%,39.6%,52.5%,43.2%,47.9%,0.91,R16 (Marbella)
2009,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-1,0.0%,2,-,-,0.8%,8.7%,72.2%,51.6%,31.4%,46.0%,42.6%,44.3%,0.79,R32 (2x)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Bogota)
Career,56,26,30,46.4%,59-66,47.2%,540-609,47.0%,8-3,72.7%,33,56.3%,31.3%,0.9%,6.1%,67.0%,58.7%,40.1%,52.6%,46.1%,49.4%,0.97,
