Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2011,32,21,11,65.6%,46-25,64.8%,387-288,57.3%,4-8,33.3%,32,85.9%,28.6%,6.1%,3.3%,59.8%,74.3%,60.1%,68.6%,40.6%,54.1%,1.29,W (Astana2)
2010,24,16,8,66.7%,38-21,64.4%,320-250,56.1%,3-6,33.3%,24,79.9%,32.5%,3.4%,3.2%,60.3%,71.5%,52.2%,63.8%,42.6%,52.9%,1.18,F (2x)
2009,3,2,1,66.7%,5-3,62.5%,46-45,50.5%,3-1,75.0%,0,,,,,,,,,,,,QF (Sunrise)
2008,16,9,7,56.3%,20-18,52.6%,186-179,51.0%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2007,32,21,11,65.6%,46-26,63.9%,366-301,54.9%,6-3,66.7%,0,,,,,,,,,,,,W (Kuala Lumpur)
2006,20,13,7,65.0%,31-20,60.8%,265-242,52.3%,7-2,77.8%,0,,,,,,,,,,,,W (Aachen)
2005,14,8,6,57.1%,19-15,55.9%,170-139,55.0%,2-3,40.0%,0,,,,,,,,,,,,SF (Braunschweig)
2003,2,1,1,50.0%,2-1,66.7%,19-15,55.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (Braunschweig)
2002,1,0,1,0.0%,1-2,33.3%,17-19,47.2%,1-1,50.0%,0,,,,,,,,,,,,R32 (Braunschweig)
2000,13,11,2,84.6%,23-8,74.2%,170-129,56.9%,4-1,80.0%,0,,,,,,,,,,,,W (Aachen)
1998,24,11,13,45.8%,25-23,52.1%,222-206,51.9%,4-4,50.0%,0,,,,,,,,,,,,W (Portoroz)
1997,46,27,19,58.7%,55-42,56.7%,463-410,53.0%,6-6,50.0%,0,,,,,,,,,,,,W (Eckental)
1996,22,8,14,36.4%,18-26,40.9%,188-209,47.4%,3-3,50.0%,0,,,,,,,,,,,,QF (2x)
1995,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1994,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (Celle)
Career,252,148,104,58.7%,329-235,58.3%,2831-2462,53.5%,46-42,52.3%,56,83.2%,30.4%,4.9%,3.3%,60.0%,73.0%,56.4%,66.4%,41.5%,53.5%,1.23,
