Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2008 Wimbledon SF,L vs Nadal,64.0%,31.3%,8.0%,2/4,1.85,23.9%,63.3%,28.9%,3.3%,1.83,37.8%,71.4%,40.0%,28.6%,1.88,0.0%
2004 Monte Carlo F,L vs Coria,81.2%,28.6%,1.4%,0/1,2.29,6.5%,87.5%,31.0%,2.1%,2.33,11.9%,77.8%,21.4%,0.0%,2.23,0.0%
2004 Monte Carlo SF,W vs Moya,68.8%,39.6%,1.3%,0/1,2.39,11.9%,71.7%,36.4%,2.2%,2.26,17.5%,74.1%,45.0%,0.0%,2.57,3.7%
2003 Masters Cup SF,L vs Agassi,69.6%,46.9%,5.4%,4/1,1.88,1.5%,64.2%,47.1%,5.7%,1.94,3.2%,83.3%,46.7%,5.6%,1.84,0.0%
2003 Cincinnati SF,L vs Fish,49.5%,51.1%,3.2%,0/3,2.45,4.2%,40.0%,40.0%,0.0%,2.24,10.5%,65.9%,59.3%,7.3%,2.59,0.0%
2003 Canada SF,L vs Nalbandian,61.5%,40.0%,0.0%,0/0,2.00,9.8%,51.1%,34.8%,0.0%,1.98,18.2%,89.5%,47.1%,0.0%,2.02,0.0%
2003 Indian Wells SF,L vs Kuerten,73.4%,46.6%,5.1%,2/2,2.34,11.1%,58.0%,37.9%,8.0%,2.37,16.7%,100.0%,55.2%,0.0%,2.29,0.0%
2003 Australian Open F,L vs Agassi,67.2%,35.9%,8.6%,5/0,2.12,8.0%,71.8%,35.7%,5.1%,2.23,11.5%,61.1%,36.4%,16.7%,2.00,4.2%
2003 Australian Open SF,W vs Roddick,65.9%,56.8%,2.4%,1/2,1.86,13.2%,57.3%,55.8%,0.0%,1.76,17.5%,86.4%,57.9%,6.8%,1.97,8.3%
Career (9 matches),,66.3%,43.0%,3.8%,50.0%,2.12,10.3%,62.2%,39.0%,2.8%,2.10,17.3%,79.7%,49.0%,6.1%,2.14,1.9%
