Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,375,197,178,52.5%,487-441,52.5%,4532-4289,51.4%,61-64,48.8%,360,74.7%,27.1%,4.7%,4.1%,59.0%,68.5%,51.5%,61.6%,39.7%,50.6%,1.03
Clay,163,64,99,39.3%,160-233,40.7%,1743-2004,46.5%,28-23,54.9%,148,68.1%,24.6%,3.2%,4.0%,58.0%,64.8%,49.2%,58.3%,39.2%,48.8%,0.94
Grass,81,45,36,55.6%,124-103,54.6%,1192-1101,52.0%,21-31,40.4%,79,82.1%,21.9%,4.7%,3.2%,62.6%,72.2%,52.1%,64.7%,36.8%,50.8%,1.04
Carpet,49,23,26,46.9%,57-61,48.3%,577-579,49.9%,9-11,45.0%,46,74.9%,25.3%,4.8%,4.4%,55.9%,69.4%,51.5%,61.5%,38.5%,50.0%,1.00
Grand Slams,95,45,50,47.4%,160-178,47.3%,1619-1667,49.3%,25-34,42.4%,94,74.3%,23.7%,4.2%,3.8%,60.7%,68.0%,50.6%,61.2%,37.9%,49.7%,0.98
Masters,117,50,67,42.7%,126-147,46.2%,1279-1346,48.7%,19-20,48.7%,116,72.0%,25.3%,3.7%,4.2%,56.8%,67.3%,50.4%,60.0%,39.0%,49.6%,0.98
Other Tours,437,223,214,51.0%,512-485,51.4%,4862-4686,50.9%,70-70,50.0%,421,75.0%,26.6%,4.6%,4.0%,59.1%,68.8%,51.4%,61.7%,39.5%,50.5%,1.03
Best of 5,107,50,57,46.7%,177-202,46.7%,1804-1868,49.1%,27-39,40.9%,95,74.1%,23.6%,4.2%,3.7%,60.6%,67.8%,50.6%,61.0%,37.8%,49.6%,0.97
Best of 3,561,279,282,49.7%,651-636,50.6%,6240-6105,50.5%,92-90,50.5%,538,74.4%,26.3%,4.4%,4.0%,58.6%,68.5%,51.2%,61.3%,39.4%,50.3%,1.02
Finals,13,4,9,30.8%,11-20,35.5%,134-159,45.7%,1-2,33.3%,13,70.5%,20.0%,3.8%,3.3%,60.6%,66.1%,47.6%,58.8%,36.1%,47.8%,0.88
Semi-finals,31,12,19,38.7%,34-43,44.2%,351-384,47.8%,2-6,25.0%,30,73.9%,22.0%,4.2%,4.3%,61.1%,68.5%,49.2%,61.0%,37.4%,48.9%,0.96
Quarter-finals,68,30,38,44.1%,75-85,46.9%,779-775,50.1%,10-14,41.7%,68,74.9%,25.2%,5.5%,4.0%,58.7%,69.5%,51.0%,61.9%,38.8%,50.1%,1.02
vs Righties,569,283,286,49.7%,713-710,50.1%,6876-6816,50.2%,109-104,51.2%,537,73.9%,25.9%,4.3%,4.0%,58.9%,68.1%,51.0%,61.1%,39.1%,50.1%,1.00
vs Lefties,99,46,53,46.5%,115-128,47.3%,1168-1157,50.2%,10-25,28.6%,96,76.7%,24.7%,4.8%,4.1%,59.9%,69.7%,51.4%,62.4%,38.7%,50.5%,1.03
vs Top 10,59,20,39,33.9%,51-91,35.9%,629-750,45.6%,8-11,42.1%,54,71.1%,19.5%,4.9%,3.8%,57.1%,67.3%,50.1%,59.9%,36.1%,48.2%,0.90
