Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2008 Wimbledon SF,L vs Nadal,19.1%,36.0%,48.6%,29.3%,20.7%,39.7%,58.7%,36.4%,46.4%,43.3%,40.0%,16.1%,29.0%,30.8%,-79
2004 Monte Carlo F,L vs Coria,7.1%,15.5%,42.9%,12.1%,8.7%,21.7%,38.1%,17.8%,70.4%,52.6%,100.0%,5.4%,8.1%,48.6%,-60
2004 Monte Carlo SF,W vs Moya,14.6%,31.7%,65.7%,24.9%,18.4%,42.9%,67.5%,35.5%,25.0%,72.0%,66.7%,10.0%,16.7%,63.0%,-18
2003 Masters Cup SF,L vs Agassi,13.4%,22.0%,51.5%,17.9%,24.4%,36.6%,54.8%,33.4%,38.9%,39.1%,0.0%,2.6%,7.9%,48.6%,-91
2003 Cincinnati SF,L vs Fish,36.3%,46.3%,62.5%,42.3%,52.5%,67.5%,68.4%,64.5%,43.8%,41.7%,-,21.6%,27.0%,58.6%,34
2003 Canada SF,L vs Nalbandian,20.5%,24.4%,49.2%,25.0%,25.0%,27.3%,42.4%,33.0%,42.9%,73.9%,50.0%,15.2%,21.2%,57.1%,-35
2003 Indian Wells SF,L vs Kuerten,18.5%,27.2%,44.4%,25.1%,23.6%,36.4%,45.2%,33.3%,56.0%,60.0%,100.0%,8.7%,8.7%,42.9%,-33
2003 Australian Open F,L vs Agassi,16.9%,21.5%,34.0%,21.4%,23.5%,26.5%,46.2%,32.1%,66.7%,68.4%,80.0%,11.1%,18.5%,20.8%,-12
2003 Australian Open SF,W vs Roddick,21.6%,29.4%,64.5%,24.6%,25.9%,35.2%,67.5%,31.7%,44.4%,40.7%,50.0%,18.2%,25.0%,61.1%,47
Career (9 matches),,18.7%,28.4%,51.7%,24.8%,24.2%,37.1%,53.9%,34.9%,48.3%,54.1%,66.7%,12.3%,18.3%,49.0%,8
