Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,14,5,9,35.7%,5,2,3,40.0%,2011,2022,R128,13,0.93,4.0%,4.1%,60.2%,64.9%,51.3%,59.5%,37.5%,53.8%,34.8%
Roland Garros,11,Clay,19,7,12,36.8%,6,1,5,16.7%,2011,2022,R32,13,0.96,2.2%,4.3%,63.7%,61.8%,50.5%,57.7%,40.5%,61.0%,40.2%
Wimbledon,10,Grass,13,3,10,23.1%,2,1,1,50.0%,2010,2022,Q2,7,0.91,4.0%,4.0%,67.9%,66.7%,49.7%,61.2%,35.2%,60.4%,31.6%
US Open,3,Hard,7,3,4,42.9%,4,3,1,75.0%,2013,2020,R128,7,0.97,5.4%,5.9%,56.3%,66.4%,42.9%,56.1%,42.8%,48.5%,41.8%
Olympics,1,,3,2,1,66.7%,0,0,0,-,2016,2016,R16,2,1.08,1.0%,2.9%,54.9%,55.4%,54.3%,54.9%,48.9%,56.3%,77.8%
Davis Cup,5,,10,4,6,40.0%,3,1,2,33.3%,2013,2020,,4,0.91,3.4%,3.4%,65.0%,63.7%,45.5%,57.3%,38.8%,58.5%,56.0%
Kitzbuhel,5,Clay,7,2,5,28.6%,2,0,2,0.0%,2011,2025,Q2,7,0.93,2.9%,7.2%,61.2%,65.5%,46.4%,58.1%,38.9%,51.1%,47.7%
Bastad,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2021,2025,Q2,3,0.89,3.4%,3.4%,60.4%,62.1%,48.4%,56.7%,38.6%,71.4%,30.8%
Cordoba,4,Clay,9,5,4,55.6%,5,3,2,60.0%,2019,2022,SF,9,1.01,2.4%,1.6%,68.1%,66.5%,48.2%,60.7%,39.7%,65.7%,36.9%
Umag,5,Clay,16,10,6,62.5%,6,4,2,66.7%,2014,2021,F,16,1.03,2.1%,3.1%,68.4%,63.4%,47.8%,58.5%,42.9%,61.1%,46.6%
Munich,2,Clay,5,2,3,40.0%,0,0,0,-,2018,2021,R32,5,0.95,5.2%,4.6%,58.4%,68.1%,46.3%,59.0%,38.9%,46.7%,48.3%
Santiago,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2020,2021,R16,3,1.08,3.1%,4.6%,59.7%,66.7%,55.7%,62.2%,40.7%,68.2%,33.3%
