Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Brazzaville CH R32,W vs Van Aken,82.1%,75.0%,0.0%,0/0,2.25,0.0%,87.5%,81.0%,0.0%,1.91,0.0%,100.0%,63.6%,0.0%,2.79,0.0%
2022 Australian Open Q1,L vs Haase,68.2%,43.1%,10.6%,5/4,2.38,24.0%,67.4%,37.9%,11.6%,2.38,36.4%,78.4%,48.3%,10.8%,2.39,6.5%
2021 Umag R16,L vs Alcaraz,76.9%,45.0%,5.8%,0/3,2.35,0.0%,78.9%,43.3%,5.3%,2.48,0.0%,83.3%,50.0%,8.3%,2.14,0.0%
2020 Cordoba SF,L vs Garin,78.5%,45.2%,5.1%,0/4,2.26,5.6%,74.5%,42.1%,5.9%,2.30,9.4%,92.3%,50.0%,3.8%,2.20,0.0%
2016 Umag F,L vs Fognini,80.4%,27.0%,2.2%,0/1,1.81,2.6%,77.4%,25.0%,0.0%,1.69,3.6%,86.7%,30.8%,6.7%,2.14,0.0%
2014 Vicenza CH QF,L vs Nishioka,76.6%,44.9%,0.0%,0/0,1.97,2.2%,87.5%,50.0%,0.0%,1.94,3.8%,72.4%,38.1%,0.0%,2.00,0.0%
Career (6 matches),,76.2%,45.7%,4.7%,29.4%,2.19,8.4%,77.6%,45.3%,4.6%,2.15,12.4%,83.1%,46.3%,5.4%,2.25,1.9%
