Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Brazzaville CH R32,W vs Van Aken,17,13,1.3,23.3%,17.8%,13,11,1.2,21.0%,17.7%,16.1%,4.8%,0.2,5.5%,24.7%
2021 Umag R16,L vs Alcaraz,5,13,0.4,5.0%,13.0%,5,13,0.4,5.2%,13.4%,1.0%,3.1%,1.1,25.0%,22.0%
2021 Roland Garros R128,L vs Opelka,13,23,0.6,7.6%,13.5%,13,23,0.6,8.4%,14.9%,,,0.7,15.2%,22.8%
2021 Australian Open R128,L vs Monteiro,18,32,0.6,10.7%,18.9%,18,32,0.6,11.8%,21.1%,,,1.2,14.8%,12.4%
2020 Roland Garros R64,L vs Dimitrov,19,45,0.4,9.6%,22.8%,19,45,0.4,10.0%,23.7%,,,0.7,12.7%,17.8%
2020 Roland Garros R128,W vs Sousa,24,20,1.2,15.8%,13.2%,24,20,1.2,17.0%,14.2%,,,0.4,7.9%,18.4%
2020 US Open R128,L vs De Minaur,29,19,1.5,14.6%,9.5%,23,17,1.4,12.4%,9.2%,8.1%,2.7%,1.2,15.1%,13.1%
2020 Cordoba SF,L vs Garin,20,29,0.7,13.1%,19.0%,18,26,0.7,12.4%,17.9%,6.2%,6.2%,0.8,13.1%,16.3%
2016 Umag F,L vs Fognini,7,14,0.5,7.7%,15.4%,7,14,0.5,7.9%,15.7%,5.6%,2.2%,2.7,26.4%,9.9%
2016 Roland Garros R32,L vs Raonic,22,38,0.6,10.3%,17.8%,22,32,0.7,11.1%,16.2%,8.1%,3.0%,1.2,20.1%,16.8%
2016 Roland Garros R64,W vs Pouille,37,27,1.4,17.8%,13.0%,36,25,1.4,18.2%,12.6%,12.6%,5.6%,0.8,16.8%,20.7%
2014 Vicenza CH QF,L vs Nishioka,22,40,0.6,18.2%,33.1%,21,34,0.6,18.6%,30.1%,15.9%,2.7%,0.7,7.4%,10.7%
Career (12 matches),,233,313,0.7,12.6%,16.9%,219,292,0.8,12.7%,16.9%,5.7%,2.4%,0.9,15.0%,17.0%
