Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,4,11,26.7%,9-29,23.7%,164-215,43.3%,2-5,28.6%,9,59.4%,21.2%,3.9%,3.0%,60.2%,60.6%,46.6%,55.0%,37.1%,46.3%,0.82
Clay,49,23,26,46.9%,58-64,47.5%,577-603,48.9%,8-8,50.0%,48,69.1%,28.5%,2.7%,3.2%,64.4%,63.0%,49.9%,58.3%,40.8%,49.6%,0.98
Grass,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,53.8%,14.3%,4.4%,2.2%,63.7%,62.1%,33.3%,51.6%,30.3%,41.9%,0.63
Grand Slams,9,3,6,33.3%,9-19,32.1%,127-148,46.2%,0-4,0.0%,9,67.4%,26.5%,3.0%,3.0%,64.1%,61.9%,50.5%,57.8%,39.7%,48.8%,0.94
Other Tours,46,20,26,43.5%,46-59,43.8%,477-530,47.4%,9-7,56.3%,45,67.1%,27.5%,2.8%,3.1%,63.6%,62.7%,49.0%,57.7%,40.3%,49.1%,0.95
Best of 5,14,4,10,28.6%,13-31,29.5%,196-239,45.1%,1-5,16.7%,10,66.2%,25.3%,3.2%,3.0%,64.0%,61.9%,48.9%,57.2%,39.0%,48.2%,0.91
Best of 3,51,23,28,45.1%,54-65,45.4%,554-597,48.1%,9-8,52.9%,48,67.6%,27.6%,2.8%,3.2%,63.7%,62.8%,49.1%,57.8%,40.4%,49.2%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,0.0%,0.0%,71.1%,56.3%,46.2%,53.3%,21.7%,37.4%,0.47
Semi-finals,4,1,3,25.0%,5-6,45.5%,41-56,42.3%,1-0,100.0%,4,55.3%,28.6%,2.0%,3.0%,62.3%,58.9%,43.8%,53.2%,40.5%,46.5%,0.87
Quarter-finals,4,4,0,100.0%,8-2,80.0%,55-36,60.4%,0-0,-,4,74.5%,45.5%,2.6%,1.7%,63.1%,64.1%,52.0%,59.6%,47.2%,53.8%,1.17
vs Righties,53,20,33,37.7%,50-81,38.2%,598-688,46.5%,10-11,47.6%,47,66.1%,26.8%,2.7%,3.1%,63.4%,62.2%,48.7%,57.2%,39.9%,48.7%,0.93
vs Lefties,11,6,5,54.5%,14-15,48.3%,134-138,49.3%,0-2,0.0%,10,72.5%,25.2%,3.7%,2.8%,65.9%,64.8%,50.7%,60.0%,39.5%,49.7%,0.99
vs Top 10,4,1,3,25.0%,3-7,30.0%,34-53,39.1%,0-1,0.0%,4,52.4%,25.0%,0.7%,4.5%,64.8%,54.8%,45.5%,51.6%,38.7%,45.3%,0.80
