Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Brazzaville CH R32,W vs Van Aken,38.2%,47.1%,63.2%,46.2%,50.0%,62.5%,58.3%,61.3%,18.2%,46.2%,-,12.5%,12.5%,71.4%,-8
2022 Australian Open Q1,L vs Haase,19.4%,29.6%,40.0%,25.8%,20.0%,36.4%,47.7%,31.5%,38.7%,45.8%,40.0%,20.5%,23.1%,29.0%,62
2021 Umag R16,L vs Alcaraz,12.5%,18.8%,33.3%,17.1%,12.5%,18.8%,32.1%,19.4%,46.2%,78.9%,80.0%,12.5%,18.8%,35.7%,-79
2020 Cordoba SF,L vs Garin,23.0%,36.5%,50.0%,30.0%,27.3%,45.5%,56.3%,39.1%,36.8%,80.0%,100.0%,18.5%,25.9%,40.9%,65
2016 Umag F,L vs Fognini,11.1%,26.7%,47.5%,25.6%,9.4%,31.3%,51.7%,29.7%,20.0%,88.2%,100.0%,15.4%,15.4%,36.4%,-79
2014 Vicenza CH QF,L vs Nishioka,14.8%,23.0%,47.8%,20.8%,20.6%,35.3%,55.6%,31.5%,61.1%,50.0%,100.0%,9.5%,9.5%,36.8%,-37
Career (6 matches),,19.2%,29.7%,44.9%,26.6%,22.2%,37.6%,49.4%,34.2%,38.3%,65.8%,75.0%,16.1%,19.4%,37.5%,40
