Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Brazzaville CH R32,W vs Van Aken,75% (6/8),75% (6/8),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Umag R16,L vs Alcaraz,67% (2/3),40% (2/5),0/0,0/0,57% (8/14),1/3,0/1,- (0/0),- (0/0)
2021 Roland Garros R128,L vs Opelka,67% (6/9),60% (3/5),0/0,0/0,36% (4/11),1/4,1/2,- (0/0),- (0/0)
2021 Australian Open R128,L vs Monteiro,73% (8/11),33% (1/3),0/2,0/0,38% (3/8),0/3,0/1,57% (4/7),29% (2/7)
2020 Roland Garros R64,L vs Dimitrov,69% (9/13),25% (2/8),0/0,0/0,58% (7/12),1/4,1/2,50% (3/6),33% (2/6)
2020 Roland Garros R128,W vs Sousa,75% (12/16),70% (7/10),3/5,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2020 US Open R128,L vs De Minaur,50% (10/20),25% (2/8),0/0,0/0,25% (2/8),1/4,0/1,- (0/0),- (0/0)
2020 Cordoba SF,L vs Garin,57% (8/14),25% (2/8),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Shymkent CH R16,W vs Zhurbin,56% (10/18),60% (6/10),2/3,1/1,67% (8/12),0/1,0/0,- (0/0),- (0/0)
2019 Shymkent CH R32,W vs Grills,56% (5/9),70% (7/10),2/4,1/3,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Nanchang CH F,W vs Thompson,80% (8/10),56% (5/9),2/3,1/1,17% (1/6),1/2,0/0,- (0/0),- (0/0)
2019 Nanchang CH SF,W vs Milojevic,47% (8/17),44% (4/9),2/4,1/2,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Nanchang CH QF,W vs Patael,57% (8/14),50% (5/10),2/6,1/5,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Nanchang CH R16,W vs Oliveira,75% (9/12),38% (3/8),2/2,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 Nanchang CH R32,W vs Bolt,73% (8/11),57% (4/7),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Nanchang CH R64,W vs Lamasine,70% (7/10),38% (5/13),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Anning CH R16,L vs Milojevic,36% (4/11),67% (4/6),1/2,0/0,53% (9/17),0/2,0/1,100% (3/3),100% (4/4)
2019 Anning CH R32,W vs Novak,100% (5/5),100% (7/7),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 Anning CH R64,W vs Sun,70% (7/10),42% (5/12),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH R16,L vs Monteiro,55% (12/22),33% (3/9),1/2,0/0,85% (11/13),0/2,0/1,60% (3/5),0% (0/5)
2025 (1 matches),,75.0%,75.0%,66.7%,100.0%,-,-,-,-,-
2021 (3 matches),,69.6%,46.2%,0.0%,-,45.5%,20.0%,25.0%,57.1%,28.6%
2020 (4 matches),,61.9%,38.2%,66.7%,100.0%,48.5%,20.0%,25.0%,50.0%,33.3%
2019 (21 matches),,61.3%,52.0%,60.7%,62.5%,62.3%,34.8%,33.3%,70.3%,35.3%
2018 (39 matches),,64.8%,46.0%,59.0%,69.2%,51.2%,41.8%,32.3%,62.5%,41.9%
Career (310 matches),,61.6%,43.9%,54.5%,60.9%,56.1%,46.6%,44.1%,58.0%,42.8%
