Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Porto R32,L vs Kempen,36% (4/11),33% (3/9),0/0,0/0,58% (7/12),4/6,1/2,- (0/0),- (0/0)
2019 W15 Budapest R32,W vs Duca,80% (8/10),29% (5/17),2/6,1/4,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Klosters QF,L vs Kurata,40% (4/10),100% (1/1),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2019 W25 Klosters R32,W vs Ayukawa,86% (6/7),100% (6/6),2/3,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Bains,100% (3/3),60% (3/5),0/0,0/0,45% (5/11),1/3,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Arcangioli,71% (10/14),64% (7/11),2/2,1/1,50% (4/8),2/3,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,L vs Chiesa,67% (6/9),56% (9/16),1/1,0/0,47% (7/15),4/6,1/2,25% (1/4),20% (1/5)
2019 W15 Le Havre QF,L vs Noel,64% (9/14),67% (4/6),1/2,0/0,67% (8/12),1/3,0/1,- (0/0),- (0/0)
2019 W15 Le Havre R16,W vs Armitano,58% (7/12),56% (5/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W15 Le Havre R32,W vs Codino,73% (8/11),57% (4/7),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K SF,W vs Rosca,58% (7/12),75% (9/12),2/3,1/1,42% (5/12),1/2,0/0,100% (3/3),100% (4/4)
2017 Heraklion $15K R16,W vs In Albon,78% (7/9),33% (5/15),2/2,1/1,57% (4/7),0/0,0/0,80% (4/5),60% (3/5)
2017 Heraklion $15K QF,L vs Ramialison,56% (5/9),50% (6/12),1/1,0/0,47% (7/15),0/2,0/1,- (0/0),- (0/0)
2017 Heraklion $15K SF,L vs Jani,25% (3/12),67% (6/9),0/2,0/0,43% (6/14),0/2,0/1,- (0/0),- (0/0)
2017 Heraklion $15K QF,W vs Suvrijn,56% (5/9),50% (7/14),2/5,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R16,W vs Antonakis,41% (7/17),71% (5/7),2/7,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R32,W vs Molinaro,45% (5/11),78% (7/9),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2017 TeldeLP De Gran Canaria $15K F,L vs Maristany Zuleta De Reales,50% (10/20),36% (5/14),1/1,0/0,50% (6/12),1/3,0/1,- (0/0),- (0/0)
2017 TeldeLP De Gran Canaria $15K SF,W vs Fita Boluda,38% (6/16),57% (8/14),2/3,1/1,33% (3/9),1/1,0/0,- (0/0),- (0/0)
2017 TeldeLP De Gran Canaria $15K QF,W vs Lantigua De La Nuez,50% (6/12),55% (6/11),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 (10 matches),,64.4%,54.0%,66.7%,62.5%,50.0%,54.2%,28.6%,25.0%,20.0%
2017 (28 matches),,56.6%,53.0%,58.1%,95.0%,49.0%,46.2%,35.7%,60.0%,63.6%
2016 (36 matches),,59.4%,48.4%,56.3%,53.3%,51.5%,51.4%,29.4%,50.9%,50.0%
2015 (11 matches),,47.4%,57.8%,64.3%,66.7%,51.6%,42.9%,25.0%,75.0%,80.0%
2014 (11 matches),,51.9%,47.5%,40.6%,33.3%,52.1%,35.0%,14.3%,63.6%,40.9%
Career (116 matches),,56.0%,51.9%,57.7%,60.8%,50.4%,44.7%,27.1%,53.8%,53.3%
