Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,15,3,12,20.0%,4,0,4,0.0%,2010,2025,R64,13,0.86,4.0%,5.0%,55.8%,65.4%,43.2%,55.5%,38.4%,60.9%,34.8%
Roland Garros,15,Clay,33,18,15,54.5%,8,5,3,62.5%,2009,2024,R32,28,1.01,3.8%,3.3%,57.8%,63.2%,47.0%,56.4%,43.9%,59.8%,40.6%
Wimbledon,14,Grass,26,12,14,46.2%,9,3,6,33.3%,2009,2024,R32,19,0.91,5.3%,5.6%,57.8%,66.9%,46.1%,58.1%,37.9%,59.3%,41.1%
US Open,14,Hard,18,4,14,22.2%,4,2,2,50.0%,2008,2025,R64,14,0.84,4.3%,3.8%,60.7%,63.8%,44.6%,56.2%,36.7%,57.5%,38.5%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2012,2016,R64,2,0.54,5.7%,6.6%,64.2%,60.3%,34.2%,50.9%,26.4%,46.7%,66.7%
Fed Cup,5,,13,7,6,53.8%,4,1,3,25.0%,2007,2012,,0,,,,,,,,,,
Buenos Aires 125,2,Clay,4,2,2,50.0%,0,0,0,-,2023,2025,QF,4,0.89,1.8%,5.3%,60.9%,59.6%,43.6%,53.4%,41.3%,55.6%,59.1%
Colina 125,2,Clay,6,4,2,66.7%,4,3,1,75.0%,2023,2025,QF,6,1.10,4.0%,4.7%,60.3%,72.8%,49.0%,63.4%,40.2%,66.0%,39.2%
Florianopolis 125,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2023,2025,R16,3,0.93,0.8%,4.8%,59.5%,59.3%,44.1%,53.2%,43.3%,55.6%,47.8%
Indian Wells,6,Hard,10,4,6,40.0%,2,1,1,50.0%,2010,2021,R64,8,0.91,3.4%,3.6%,71.0%,62.9%,46.1%,58.0%,38.2%,46.4%,45.3%
Cincinnati,5,Hard,11,6,5,54.5%,3,2,1,66.7%,2011,2021,R32,8,1.02,4.0%,4.5%,62.8%,65.8%,48.4%,59.3%,41.3%,54.4%,44.4%
Eastbourne,4,Grass,13,9,4,69.2%,4,3,1,75.0%,2015,2021,R16,10,1.00,5.1%,6.9%,58.2%,68.7%,45.3%,58.9%,41.3%,53.2%,47.8%
