Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Cluj-Napoca 2 R32,L vs Raducanu,1.00,0.78,59.2,5.7,0.0%,55.6%,2.0%,58.0%,40.4%,26.2%
2021 US Open R128,L vs Kvitova,0.82,0.42,30.7,2.0,4.3%,56.5%,0.0%,40.0%,24.0%,29.2%
2021 Wimbledon R128,L vs Collins,0.91,0.79,51.8,6.3,9.1%,59.1%,9.5%,50.0%,41.7%,37.0%
2021 Roland Garros R32,L vs Vondrousova,0.86,0.65,43.2,2.2,4.0%,48.0%,0.0%,68.2%,21.2%,44.8%
2021 Roland Garros R64,W vs Garcia,1.13,1.39,48.6,3.1,2.7%,64.9%,3.1%,62.5%,52.5%,35.3%
2021 Roland Garros R128,W vs Bertens,1.10,1.22,64.3,5.7,4.7%,48.8%,0.0%,55.0%,54.5%,52.5%
2021 Australian Open R128,L vs Garcia,0.97,0.78,64.0,2.6,12.5%,55.0%,0.0%,58.3%,35.0%,35.1%
2021 Abu Dhabi R64,L vs Sabalenka,0.96,0.75,47.0,3.9,2.5%,35.0%,5.7%,65.7%,45.0%,33.3%
2020 Roland Garros R64,L vs Fernandez,1.01,0.86,63.0,2.2,2.0%,47.1%,2.1%,46.8%,47.8%,42.9%
2020 Roland Garros R128,W vs Parry,1.02,1.40,55.6,2.7,3.3%,66.7%,8.0%,56.0%,71.0%,32.1%
2020 Rome R32,W vs Bertens,1.23,1.65,36.2,2.1,3.2%,67.7%,0.0%,55.2%,54.8%,48.4%
2020 Prague R32,L vs Halep,0.97,0.93,92.9,2.7,0.0%,55.9%,1.8%,42.1%,46.2%,52.2%
2020 Australian Open R64,L vs Barty,0.93,0.64,48.4,2.0,3.6%,53.6%,0.0%,54.2%,31.0%,32.1%
2020 Australian Open R128,W vs Peterson,1.16,1.51,42.8,2.4,2.6%,63.2%,5.6%,58.3%,56.0%,45.8%
2019 Moscow R32,W vs Siniakova,1.26,1.51,51.6,2.9,8.8%,64.7%,3.1%,62.5%,44.0%,43.5%
2019 Beijing R16,L vs Bertens,0.87,0.87,72.3,3.2,0.0%,67.4%,0.0%,52.6%,40.0%,38.6%
2019 Beijing R32,W vs Kerber,1.06,1.66,43.8,2.6,13.3%,70.0%,3.8%,73.1%,38.2%,51.6%
2019 Zhengzhou R16,L vs Pliskova,0.86,0.76,55.0,2.8,5.4%,62.2%,0.0%,41.2%,44.1%,40.6%
2019 US Open R128,L vs Collins,0.91,0.89,74.5,2.7,2.2%,62.2%,9.3%,65.1%,33.3%,38.0%
2019 New York R32,L vs Sasnovich,1.13,0.71,45.6,2.5,-,45.5%,-,36.7%,35.7%,38.5%
2021 (8 matches),,0.98,0.85,52.9,3.3,4.9%,52.9%,2.9%,57.4%,40.7%,36.8%
2020 (6 matches),,1.04,1.07,60.9,2.3,2.1%,57.8%,2.8%,50.5%,50.5%,43.2%
2019 (32 matches),,0.99,1.00,62.2,2.9,4.0%,58.9%,2.3%,56.8%,43.1%,41.4%
2018 (29 matches),,1.00,0.97,53.1,2.6,5.1%,55.0%,3.9%,57.9%,43.8%,41.3%
2017 (45 matches),,1.05,1.31,53.1,2.5,2.5%,59.6%,1.2%,59.2%,51.2%,50.9%
Career (259 matches),,1.02,1.05,56.0,2.6,3.6%,57.1%,2.3%,57.2%,44.5%,43.8%
