Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Cluj Napoca R32,L vs Raducanu,0.0%,-,11.4%,59.1%,8.6%,4.2%,22.2%,1.9%,16.7%,2.1%,42.9%,-14,3
2021 Roland Garros R128,W vs Bertens,0.0%,-,6.0%,70.0%,16.3%,13.3%,14.3%,11.1%,100.0%,2.8%,62.5%,17,22
2021 Abu Dhabi R64,L vs Sabalenka,0.0%,-,2.6%,75.0%,11.4%,44.4%,100.0%,13.5%,25.0%,1.1%,50.0%,19,16
2020 Roland Garros R64,L vs Fernandez,2.1%,50.0%,9.7%,77.8%,15.1%,31.6%,15.4%,18.6%,12.5%,3.0%,27.3%,66,27
2020 Rome R32,W vs Bertens,3.4%,50.0%,11.5%,78.6%,14.6%,19.2%,5.3%,2.7%,0.0%,3.6%,88.9%,43,48
2020 Prague R32,L vs Halep,0.9%,100.0%,6.5%,71.4%,7.6%,13.0%,0.0%,6.3%,16.7%,4.8%,45.8%,-21,-13
2020 Australian Open R128,W vs Peterson,0.0%,-,1.6%,100.0%,14.4%,17.4%,36.4%,15.0%,0.0%,1.8%,50.0%,81,77
2019 Moscow R32,W vs Siniakova,0.0%,-,8.8%,90.0%,12.4%,15.0%,0.0%,28.6%,33.3%,3.5%,66.7%,75,101
2019 Beijing R16,L vs Bertens,3.6%,100.0%,11.8%,81.0%,11.4%,20.5%,5.9%,23.1%,0.0%,2.4%,66.7%,30,30
2019 Beijing R32,W vs Kerber,0.0%,-,5.0%,83.3%,8.3%,16.7%,0.0%,27.3%,0.0%,3.2%,42.9%,-30,2
2019 Zhengzhou R16,L vs Pliskova,0.0%,-,4.4%,66.7%,11.0%,12.8%,0.0%,2.6%,20.0%,0.7%,50.0%,-7,3
2019 Wimbledon R32,L vs Gauff,0.0%,-,6.2%,53.8%,13.0%,20.0%,20.0%,5.9%,0.0%,1.4%,57.1%,-50,-41
2019 Eastbourne R16,L vs Halep,0.0%,-,7.6%,58.3%,14.7%,24.1%,37.5%,9.1%,100.0%,2.5%,28.6%,57,61
2019 Lugano F,W vs Swiatek,0.0%,-,7.4%,76.9%,11.1%,15.8%,0.0%,0.0%,0.0%,0.0%,-,-107,-66
2019 Lugano SF,W vs Ferro,0.0%,-,6.5%,87.5%,11.7%,8.7%,9.5%,11.1%,60.0%,2.0%,20.0%,-12,-5
2019 Lugano R16,W vs Cirstea,0.0%,-,5.6%,81.8%,16.6%,22.4%,10.0%,6.0%,33.3%,1.6%,33.3%,66,75
2019 Lugano R32,W vs Suarez Navarro,0.0%,-,7.1%,76.9%,12.4%,17.1%,11.1%,7.3%,22.2%,1.5%,66.7%,-15,21
2019 Miami R32,L vs Halep,2.7%,100.0%,12.2%,85.2%,8.8%,16.7%,0.0%,4.0%,33.3%,0.9%,40.0%,-25,-33
2018 Istanbul F,L vs Parmentier,1.3%,100.0%,5.0%,50.0%,10.2%,12.5%,5.3%,4.5%,0.0%,3.3%,61.5%,61,34
2018 Istanbul R32,W vs Sabalenka,0.0%,-,1.6%,50.0%,11.5%,30.8%,0.0%,5.6%,0.0%,2.9%,50.0%,-28,40
Career (26 matches),,0.6%,84.6%,6.8%,73.1%,11.4%,18.1%,9.4%,7.8%,24.7%,2.2%,48.9%,5,10
