Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Kvitova,98.0,102.9,10.0,106.1,103.0,111,64,91.2,3.7,92.7,88.0,100,82
2019 Wimbledon R32,L vs Gauff,98.9,111.9,8.0,114.3,104.2,120,85,86.4,5.9,88.0,85.7,105,76
2019 Wimbledon R64,W vs Keys,101.2,109.0,7.2,113.4,106.4,118,88,89.7,6.4,96.5,88.3,104,77
2019 Roland Garros R32,L vs Stephens,94.4,100.3,10.2,,,115,81,85.4,5.1,,,95,74
2017 Wimbledon R32,L vs Kuznetsova,105.1,109.5,5.6,112.1,107.3,116,92,97.3,4.1,,,104,89
2016 US Open R128,L vs Kerber,90.6,92.4,9.2,104.7,88.5,113,79,82.8,2.8,85.0,,85,78
2016 Roland Garros R64,L vs Strycova,96.9,106.7,5.5,,,116,89,80.4,7.3,,,92,65
2016 Australian Open R128,L vs Jankovic,97.2,111.7,4.1,,,120,99,82.2,4.9,,,93,70
2015 US Open R64,L vs Bouchard,96.4,107.0,10.3,,,120,75,80.1,7.7,,,95,65
2015 Roland Garros R128,W vs Peng,98.1,109.1,4.3,,,114,101,79.1,5.8,,,92,73
2015 Australian Open R128,W vs Wang,93.8,103.9,10.4,,,123,65,77.3,6.0,,,92,65
2014 US Open R64,L vs Makarova,91.8,102.4,8.3,,,113,79,80.3,5.8,,,91,71
2014 Wimbledon R64,L vs Safarova,101.9,108.3,5.3,,,115,90,88.4,6.3,,,103,79
2014 Roland Garros R64,L vs Stephens,95.4,106.5,9.5,,,118,80,85.1,5.7,,,94,74
2013 Australian Open R128,L vs Lepchenko,90.1,,,,,109,,,,,,,65
2012 US Open R128,L vs Kvitova,95.8,,,,,112,,,,,,,62
2011 US Open R128,W vs Mattek Sands,91.8,95.9,11.1,,,110,73,80.3,6.7,,,95,67
2011 Roland Garros R64,L vs Peng,91.0,97.2,9.1,,,109,76,83.1,6.0,,,91,73
2011 Roland Garros R128,W vs Sanchez,94.8,100.0,6.0,,,112,90,81.3,5.8,,,90,73
Career (19 matches),,96.3,104.9,8.2,111.8,104.2,123,64,84.2,5.8,90.6,86.9,105,62
