Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,7,4,63.6%,16-11,59.3%,146-129,53.1%,2-2,50.0%,11,64.8%,42.9%,2.7%,3.7%,65.2%,63.4%,47.7%,57.9%,46.9%,52.4%,1.12,SF (W35 Antalya)
2025,17,10,7,58.8%,22-17,56.4%,197-170,53.7%,4-4,50.0%,17,72.5%,34.7%,3.6%,3.8%,61.9%,69.1%,48.3%,61.2%,42.8%,51.8%,1.10,W (Quito 125)
2024,33,21,12,63.6%,42-26,61.8%,321-267,54.6%,3-2,60.0%,6,63.0%,29.6%,3.2%,5.5%,57.5%,59.8%,50.3%,55.8%,43.0%,49.1%,0.97,F (2x)
2023,36,23,13,63.9%,49-35,58.3%,411-358,53.4%,5-4,55.6%,11,63.9%,28.2%,2.6%,6.4%,59.8%,64.5%,43.9%,56.3%,41.6%,49.1%,0.95,W (W25 Vrnjacka Banja)
2022,8,3,5,37.5%,6-9,40.0%,66-66,50.0%,0-0,-,3,57.1%,36.4%,1.5%,7.3%,65.7%,56.7%,42.6%,51.8%,44.4%,47.9%,0.92,QF (W60 Bellinzona)
2021,13,8,5,61.5%,16-15,51.6%,152-143,51.5%,0-3,0.0%,4,71.1%,34.8%,7.3%,7.6%,52.7%,75.4%,47.6%,62.2%,42.2%,51.3%,1.12,
2020,4,3,1,75.0%,7-2,77.8%,54-40,57.4%,1-0,100.0%,0,,,,,,,,,,,,SF (W100+H Dubai)
2019,4,3,1,75.0%,6-2,75.0%,42-32,56.8%,0-0,-,0,,,,,,,,,,,,SF (W60 Andrezieux Boutheon)
2017,47,39,8,83.0%,82-21,79.6%,577-331,63.5%,8-3,72.7%,0,,,,,,,,,,,,W (6x)
2015,3,2,1,66.7%,4-2,66.7%,28-19,59.6%,0-0,-,0,,,,,,,,,,,,QF (Marseille $100K)
2013,16,14,2,87.5%,29-6,82.9%,197-105,65.2%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
2010,5,5,0,100.0%,10-2,83.3%,70-43,61.9%,1-0,100.0%,0,,,,,,,,,,,,W (Cali 75K)
2009,36,30,6,83.3%,60-21,74.1%,429-296,59.2%,3-1,75.0%,0,,,,,,,,,,,,W (4x)
2008,36,24,12,66.7%,52-31,62.7%,404-334,54.7%,6-0,100.0%,0,,,,,,,,,,,,W (2x)
2007,26,19,7,73.1%,38-18,67.9%,288-202,58.8%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2006,14,9,5,64.3%,18-11,62.1%,133-103,56.4%,0-0,-,0,,,,,,,,,,,,SF (Cairo 10K)
Career,309,220,89,71.2%,457-229,66.6%,3515-2638,57.1%,37-21,63.8%,52,67.1%,34.8%,3.3%,5.0%,61.2%,65.6%,47.1%,58.4%,43.5%,50.8%,1.05,
