Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Cluj Napoca R32,L vs Raducanu,75.3%,40.3%,7.9%,4/3,2.40,6.8%,75.8%,34.0%,8.1%,2.37,8.2%,83.3%,55.0%,8.3%,2.48,4.2%
2021 Roland Garros R128,W vs Bertens,76.2%,60.9%,7.1%,3/3,2.28,6.5%,83.9%,63.8%,5.4%,2.20,17.4%,77.3%,52.9%,13.6%,2.33,0.0%
2021 Abu Dhabi R64,L vs Sabalenka,55.7%,56.8%,6.3%,2/3,2.39,9.3%,51.2%,54.5%,4.7%,2.47,12.0%,75.9%,59.1%,10.3%,2.32,6.9%
2020 Roland Garros R64,L vs Fernandez,69.3%,52.5%,6.8%,4/2,2.27,1.2%,72.0%,52.8%,4.0%,2.35,2.4%,83.3%,52.0%,13.3%,2.21,0.0%
2020 Rome R32,W vs Bertens,83.9%,55.8%,1.6%,0/1,2.37,19.1%,91.2%,58.1%,0.0%,2.36,33.3%,84.0%,52.4%,4.0%,2.40,0.0%
2020 Prague R32,L vs Halep,83.7%,48.8%,4.1%,2/2,2.28,0.0%,92.5%,48.4%,3.0%,2.30,0.0%,87.0%,50.0%,8.7%,2.24,0.0%
2020 Australian Open R128,W vs Peterson,85.7%,57.1%,2.0%,1/0,2.31,7.1%,90.9%,56.7%,0.0%,2.33,14.3%,80.0%,58.3%,6.7%,2.30,0.0%
2019 Moscow R32,W vs Siniakova,72.9%,57.1%,4.2%,0/2,2.41,20.9%,79.2%,57.9%,0.0%,2.21,40.9%,69.6%,56.3%,8.7%,2.63,0.0%
2019 Beijing R16,L vs Bertens,76.6%,47.2%,1.1%,1/0,2.37,31.1%,75.0%,37.8%,0.0%,2.41,65.5%,87.1%,63.0%,3.2%,2.34,0.0%
2019 Beijing R32,W vs Kerber,70.8%,56.5%,0.0%,0/0,2.74,5.3%,71.4%,56.7%,0.0%,2.93,13.3%,80.0%,56.3%,0.0%,2.62,0.0%
2019 Zhengzhou R16,L vs Pliskova,71.2%,46.8%,1.5%,1/0,-,3.6%,73.7%,42.9%,2.6%,-,6.7%,86.4%,52.6%,0.0%,-,0.0%
2019 Wimbledon R32,L vs Gauff,73.6%,43.6%,1.9%,0/2,1.98,11.7%,81.3%,41.0%,2.7%,1.93,23.5%,68.0%,52.9%,0.0%,2.03,2.3%
2019 Eastbourne R16,L vs Halep,75.8%,42.0%,7.6%,1/4,2.50,1.5%,76.0%,44.7%,6.0%,2.27,2.6%,85.7%,33.3%,14.3%,2.84,0.0%
2019 Lugano F,W vs Swiatek,80.4%,59.5%,7.6%,1/6,2.42,6.8%,79.2%,65.8%,4.2%,2.44,12.1%,92.3%,52.8%,12.8%,2.41,0.0%
2019 Lugano SF,W vs Ferro,93.3%,55.4%,0.0%,0/0,2.16,8.3%,91.9%,64.7%,0.0%,2.03,13.8%,95.7%,40.9%,0.0%,2.38,0.0%
2019 Lugano R16,W vs Cirstea,83.7%,59.7%,1.1%,0/1,2.31,1.3%,87.0%,57.4%,1.9%,2.34,1.9%,83.3%,63.3%,0.0%,2.25,0.0%
2019 Lugano R32,W vs Suarez Navarro,83.9%,52.6%,3.2%,0/3,2.04,13.1%,83.1%,44.9%,5.1%,1.92,20.5%,85.3%,65.5%,0.0%,2.25,0.0%
2019 Miami R32,L vs Halep,83.0%,40.9%,1.9%,0/2,2.46,4.2%,84.4%,38.5%,2.6%,2.58,9.1%,85.2%,47.8%,0.0%,2.36,0.0%
2018 Istanbul F,L vs Parmentier,88.0%,50.7%,2.4%,2/0,2.05,6.3%,95.5%,40.5%,4.5%,2.03,10.0%,83.8%,64.5%,0.0%,2.09,0.0%
2018 Istanbul R32,W vs Sabalenka,64.6%,47.6%,1.5%,1/0,2.57,8.3%,64.9%,50.0%,0.0%,2.67,9.5%,94.7%,44.4%,5.3%,2.51,6.3%
Career (26 matches),,77.1%,50.9%,3.7%,44.7%,2.31,7.1%,79.4%,48.7%,3.1%,2.28,12.2%,84.3%,54.7%,5.4%,2.35,0.7%
