Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2022-07-11),1340,3,,,,,,,,,,,,
2020,422,90,,,,,,,,,366,131,,
2019,418,81,329,1383,327,1349,302,1347,,,259,226,,
2018,287,134,278,1416,263,1383,268,1368,212,1388,210,298,,
2018,287,134,278,1416,263,1383,268,1368,212,1388,210,298,,
2017,283,179,271,1412,264,1378,276,1337,,,244,257,,
2016,266,192,,,,,,,,,358,179,,
2015,300,167,305,1328,284,1304,288,1301,,,207,348,,
2014,343,132,274,1377,268,1342,262,1346,218,1356,252,277,,
2013,260,179,,,,,,,,,536,98,,
2012,417,90,285,1390,265,1360,278,1341,237,1345,134,517,,
2011,198,248,141,1616,123,1585,243,1406,,,545,90,,
2010,404,99,320,1287,308,1250,314,1248,,,603,70,,
2009,577,45,,,,,,,,,1283,9,,
2008,1560,2,,,,,,,,,1294,10,,
2007,1479,1,,,,,,,,,1386,4,,
