Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Cristina Dinu [ROU],5,3,62.5%,1,1,0,100.0%,2015,2025,1,0.90,3.9%,9.8%,68.6%,67.1%,34.4%,56.9%,38.6%,66.7%,28.6%
8,Andrea Lazaro Garcia [ESP],3,5,37.5%,1,1,0,100.0%,2018,2023,1,0.76,0.0%,2.0%,64.7%,39.4%,44.4%,41.2%,44.4%,14.3%,27.3%
7,Irina Bara [ROU],2,5,28.6%,1,0,1,0.0%,2014,2023,0,,,,,,,,,,
5,Raluka Serban [CYP],3,2,60.0%,1,0,1,0.0%,2014,2025,2,1.18,6.0%,9.4%,63.8%,67.4%,40.7%,57.7%,50.0%,56.3%,68.8%
5,Tara Wurth [CRO],0,5,0.0%,2,0,2,0.0%,2022,2025,2,0.83,1.3%,9.7%,71.6%,52.3%,38.6%,48.4%,42.9%,40.9%,40.9%
5,Deborah Chiesa [ITA],2,3,40.0%,0,0,0,-,2022,2024,0,,,,,,,,,,
5,Reka Luca Jani [HUN],2,3,40.0%,2,1,1,50.0%,2018,2023,0,,,,,,,,,,
5,Dea Herdzelas [BIH],3,2,60.0%,0,0,0,-,2013,2022,0,,,,,,,,,,
4,Despina Papamichail [GRE],3,1,75.0%,1,1,0,100.0%,2016,2026,2,1.14,2.8%,14.0%,60.1%,64.0%,36.8%,53.1%,53.3%,62.5%,50.0%
4,Darya Astakhova [RUS],4,0,100.0%,1,1,0,100.0%,2021,2025,2,1.10,1.8%,12.7%,65.5%,60.2%,40.4%,53.3%,51.1%,57.1%,45.8%
4,Miriam Bianca Bulgaru [ROU],3,1,75.0%,1,1,0,100.0%,2016,2025,1,0.77,0.0%,5.3%,69.3%,46.2%,47.8%,46.7%,40.9%,41.7%,33.3%
4,Veronika Erjavec [SLO],1,3,25.0%,1,1,0,100.0%,2019,2024,0,,,,,,,,,,
4,Iva Primorac [CRO],3,1,75.0%,1,0,1,0.0%,2014,2023,0,,,,,,,,,,
4,Isabella Shinikova [BUL],3,1,75.0%,1,1,0,100.0%,2013,2021,0,,,,,,,,,,
4,Petia Arshinkova [BUL],3,1,75.0%,1,0,1,0.0%,2014,2019,0,,,,,,,,,,
